
1624049636.21321,A24ZQ9799KGBTO,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A24ZQ9799KGBTO'}
1624049657.717408,A24ZQ9799KGBTO,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A24ZQ9799KGBTO'}
1624049665.706134,A24ZQ9799KGBTO,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A24ZQ9799KGBTO'}
1624051700.912283,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8871428571428571,0.9]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051709.820999,A24ZQ9799KGBTO,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051710.435102,A24ZQ9799KGBTO,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051713.509673,A24ZQ9799KGBTO,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051717.829495,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49857142857142855,0.8057142857142857]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051719.037032,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4942857142857143,0.7157142857142857]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051719.652543,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4942857142857143,0.7157142857142857]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051720.573237,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4942857142857143,0.7157142857142857]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051726.116437,A24ZQ9799KGBTO,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051726.415581,A24ZQ9799KGBTO,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051726.616554,A24ZQ9799KGBTO,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051726.617621,A24ZQ9799KGBTO,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051726.82099,A24ZQ9799KGBTO,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051726.964083,A24ZQ9799KGBTO,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051729.176729,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5457142857142857,0.8071428571428572]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051729.791768,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.44285714285714284,0.67]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051732.554232,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5214285714285715,0.5857142857142857]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624051734.706841,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5214285714285715,0.5085714285714286]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052034.535551,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4642857142857143,0.5457142857142857]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052047.44377,A24ZQ9799KGBTO,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052048.062967,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4714285714285714,0.6166666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052049.293141,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.48142857142857143,0.618095223563058]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052050.205735,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.6166666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052050.608621,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.6166666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052050.817757,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.6166666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052051.055984,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.6166666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052051.195194,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.6166666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052051.740532,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.6166666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052051.941725,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.6166666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052052.174231,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.6166666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052052.353318,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.6166666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052052.658417,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.6166666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052052.774756,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.6166666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052053.068118,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.6166666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052053.580627,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.6166666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052281.835076,A24ZQ9799KGBTO,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A24ZQ9799KGBTO'}
1624052297.197561,A24ZQ9799KGBTO,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052298.730387,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5614285714285714,0.7866666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052300.268944,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5828571428571429,0.7866666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052302.109328,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.58,0.6395237949916295]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052303.329178,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5214285714285715,0.578095223563058]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052310.71037,A24ZQ9799KGBTO,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052311.326223,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7342857142857143,0.828095223563058]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052313.171367,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6928571428571428,0.7323809378487723]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052317.165445,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6242857142857143,0.6680952235630581]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052322.385668,A24ZQ9799KGBTO,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052323.00117,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.56,0.5923809378487723]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052326.685951,A24ZQ9799KGBTO,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052327.917133,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5485714285714286,0.5995237949916294]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052330.681117,A24ZQ9799KGBTO,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052330.986856,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5485714285714286,0.5766666521344866]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052332.523987,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.56,0.5723809378487723]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052333.647283,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5514285714285714,0.5809523664202009]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052334.671449,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5371428571428571,0.588095223563058]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052335.900137,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5314285714285715,0.5723809378487723]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052337.128245,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5314285714285715,0.5723809378487723]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052338.358106,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5314285714285715,0.5723809378487723]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052340.203023,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5171428571428571,0.5552380807059152]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052341.736586,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5171428571428571,0.5552380807059152]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052348.498054,A24ZQ9799KGBTO,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052349.111702,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6985714285714286,0.7695237949916295]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052349.725803,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6985714285714286,0.7709523664202009]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052352.489121,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6985714285714286,0.7709523664202009]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052353.117622,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6871428571428572,0.7809523664202009]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052358.632479,A24ZQ9799KGBTO,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052359.246466,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.66,0.7561904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052359.862337,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6928571428571428,0.7576190403529576]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052360.475279,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6928571428571428,0.7576190403529576]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052360.662568,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6928571428571428,0.7576190403529576]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052361.090185,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6928571428571428,0.7576190403529576]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052367.515762,A24ZQ9799KGBTO,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052368.156795,A24ZQ9799KGBTO,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052368.769382,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5685714285714286,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052369.998679,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5657142857142857,0.6319047546386719]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052370.614571,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5657142857142857,0.6319047546386719]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052371.021081,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5657142857142857,0.6319047546386719]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052372.151717,A24ZQ9799KGBTO,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052376.757309,A24ZQ9799KGBTO,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052377.06505,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6533333260672433]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052378.000142,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052378.182707,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052378.496587,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052378.645266,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052379.21622,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052379.393076,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052380.13791,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052380.138715,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052380.751464,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052380.752181,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052380.753118,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052380.894097,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052381.366303,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052381.368045,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052381.471582,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052381.681134,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052381.980903,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052382.093329,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052382.310368,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.6361904689243861]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052383.540242,A24ZQ9799KGBTO,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052383.617455,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7514285714285714,0.7076190403529576]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052384.151689,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7514285714285714,0.7004761832101004]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052384.284138,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7514285714285714,0.7004761832101004]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052384.570668,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7514285714285714,0.7004761832101004]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052384.859511,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7514285714285714,0.7004761832101004]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052384.994352,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7514285714285714,0.7004761832101004]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052385.197897,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7514285714285714,0.7004761832101004]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052385.666589,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7514285714285714,0.699047611781529]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052385.667768,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7514285714285714,0.699047611781529]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052385.869272,A24ZQ9799KGBTO,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7514285714285714,0.699047611781529]', 'worker-id': 'A24ZQ9799KGBTO', 'stage': 0}
1624052906.9892,A24ZQ9799KGBTO,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A24ZQ9799KGBTO'}
1624052967.023442,A24ZQ9799KGBTO,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A24ZQ9799KGBTO'}
1624052967.025954,A24ZQ9799KGBTO,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A24ZQ9799KGBTO'}
1624053581.299177,A24ZQ9799KGBTO,{'stage': 3, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A24ZQ9799KGBTO'}
1624053581.300593,A24ZQ9799KGBTO,{'stage': 3, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A24ZQ9799KGBTO'}
1624053581.431737,A24ZQ9799KGBTO,{'stage': 3, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A24ZQ9799KGBTO'}
1624053581.456267,A24ZQ9799KGBTO,{'stage': 3, 'action': 'stage-complete', 'object': 'distance-traveled:0,0,0,0', 'worker-id': 'A24ZQ9799KGBTO'}
1624053583.53163,A24ZQ9799KGBTO,{'stage': 3, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A24ZQ9799KGBTO'}
1624053586.524316,A24ZQ9799KGBTO,{'stage': 3, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A24ZQ9799KGBTO'}
1624053586.528908,A24ZQ9799KGBTO,{'stage': 3, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A24ZQ9799KGBTO'}
1624053586.623512,A24ZQ9799KGBTO,{'stage': 3, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A24ZQ9799KGBTO'}
1624053587.959102,A24ZQ9799KGBTO,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A24ZQ9799KGBTO'}
