
1624232257.395544,A25BQO3PXRZ3JJ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232261.154656,A25BQO3PXRZ3JJ,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232273.675913,A25BQO3PXRZ3JJ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232605.311105,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232606.375464,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232607.295217,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232610.060855,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232610.110301,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232610.276643,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232611.294599,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232611.90541,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232612.023793,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232612.142306,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232612.311257,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232613.747991,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232613.758712,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232614.366187,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232618.050201,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232618.05095,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232625.531886,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232625.626911,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232627.576459,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232627.577442,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232649.075544,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232649.383323,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232649.523532,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232651.533661,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232651.609004,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232651.799959,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232653.683794,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232653.684564,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232655.530869,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232655.532613,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232657.982436,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232658.128804,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232659.521645,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232659.621221,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232660.751223,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232661.977832,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232662.591399,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232662.765082,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232663.823272,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232664.44048,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232665.356765,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232665.357595,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232665.567948,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232667.507532,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232667.508561,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232669.934359,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624232669.935001,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234085.241223,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234085.241937,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234086.780847,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234086.781543,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234089.234071,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234089.234747,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234091.999308,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234092.001133,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234096.607068,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234096.607798,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234108.592347,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234108.592885,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234111.350242,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234111.350703,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234112.944736,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234113.808852,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234113.986248,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234114.423284,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234114.708564,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234114.951638,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234115.651812,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234116.266152,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234119.036192,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234119.036919,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234120.258512,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234121.182,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234123.181098,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234123.185344,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234125.791395,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234126.713131,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234127.940303,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234128.861343,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234131.31858,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234131.41869,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234131.935264,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234133.092661,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234133.777126,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234134.699395,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234135.619495,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234136.234484,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234136.848827,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234137.157266,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234138.998992,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234139.000172,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234142.071278,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234142.73047,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234144.530871,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234145.758626,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234147.908118,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234150.371223,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234150.372109,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234152.522064,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234152.522873,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234171.568347,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234172.488166,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234174.027147,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234174.031765,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234175.865143,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234176.479615,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234177.405287,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234179.244605,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234179.245218,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234181.085837,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234184.466708,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234185.999122,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234185.999987,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234187.534788,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234190.30302,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234192.453001,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234192.453385,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234194.020614,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234196.013767,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234199.522098,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234199.522908,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234202.282801,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234203.79905,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234205.35658,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234206.279744,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234207.914125,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234207.914974,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234211.293202,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234211.294607,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234234.946622,A25BQO3PXRZ3JJ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234243.45328,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234243.453947,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234271.405561,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234271.406017,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234274.65247,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234276.012732,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234276.093002,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234277.857064,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234280.107572,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234280.281409,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234283.079637,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234283.085422,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234289.222308,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234290.143272,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234295.98334,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234296.59599,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234297.210376,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234299.668999,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234299.669665,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234308.266251,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234308.267412,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234320.863802,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234320.877437,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234323.119972,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234325.660103,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234325.661011,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234330.082359,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A25BQO3PXRZ3JJ'}
1624234331.311035,A25BQO3PXRZ3JJ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'A25BQO3PXRZ3JJ'}
