
1624224881.80857,A123R7AGMJMYT7,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A123R7AGMJMYT7'}
1624224898.097686,A123R7AGMJMYT7,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A123R7AGMJMYT7'}
1624224907.62415,A123R7AGMJMYT7,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A123R7AGMJMYT7'}
1624225455.518044,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4142857142857143,0.84]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225455.764096,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.47714285714285715,0.8742857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225455.918506,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5114285714285715,0.9]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225456.892895,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225457.509127,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225460.579749,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6628571428571428,0.8571428571428571]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225460.771803,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7142857142857143,0.8257142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225460.987182,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7685714285714286,0.7942857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225461.811295,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.74,0.7457142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225461.928769,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7428571428571429,0.5114285714285715]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225462.214696,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5685714285714286,0.4857142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225462.523303,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.3057142857142857,0.4857142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225462.669754,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.19142857142857142,0.4857142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225463.036608,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.19142857142857142,0.4857142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225463.136593,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.18,0.6028571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225463.37863,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.38857142857142857,0.76]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225463.65303,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.4714285714285714,0.7742857142857142]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225464.266176,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225464.266964,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225464.571991,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7057142857142857,0.8828571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225484.236673,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6057142857142858,0.3914285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225484.238267,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.66,0.5057142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225484.850102,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.58,0.3914285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225484.931421,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5085714285714286,0.3028571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225486.998525,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4685714285714286,0.3657142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225488.22647,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.39714285714285713,0.5571428571428572]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225489.150477,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.21714285714285714,0.6942857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225491.298267,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.39714285714285713,0.88]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225492.218767,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5257142857142857,0.7114285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225493.074382,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4114285714285714,0.8514285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225494.064969,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6828571428571428,0.7657142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225494.986945,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225497.445229,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225498.367639,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.68,0.6428571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225498.980231,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7828571428571428,0.49142857142857144]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225499.593033,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8057142857142857,0.15142857142857144]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225500.516738,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5742857142857143,0.28285714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225501.128796,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5142857142857142,0.3142857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225501.743688,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3742857142857143,0.5542857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225502.05074,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.2857142857142857,0.6571428571428571]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225502.664578,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.38,0.9085714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225502.870161,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5885714285714285,0.9628571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225503.083301,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7885714285714286,0.9485714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225503.268088,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.9028571428571428,0.8428571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225503.588492,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.9028571428571428,0.7257142857142858]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225503.756149,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8857142857142857,0.6714285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225504.512168,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7628571428571429,0.6657142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225504.819328,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.76,0.7085714285714285]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225505.004659,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225505.433587,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.78,0.6971428571428572]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225505.60036,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7885714285714286,0.62]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225505.883947,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7028571428571428,0.5028571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225506.357137,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5685714285714286,0.5971428571428572]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225507.278174,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225507.892463,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6285714285714286,0.6085714285714285]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225508.073619,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6228571428571429,0.56]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225508.505768,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6885714285714286,0.4142857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225508.815401,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6942857142857143,0.38571428571428573]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225508.988279,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7914285714285715,0.28]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225509.428514,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7914285714285715,0.26285714285714284]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225509.735347,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8228571428571428,0.16285714285714287]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225511.579136,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7857142857142857,0.5828571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225511.737896,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8428571428571429,0.6714285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225512.393736,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8428571428571429,0.7428571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225512.807019,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225513.213386,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6885714285714286,0.8485714285714285]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225514.037993,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.37142857142857144,0.8542857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225514.147327,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.25142857142857145,0.7742857142857142]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225514.6516,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.2257142857142857,0.6828571428571428]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225514.851493,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4057142857142857,0.5057142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225515.263935,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4857142857142857,0.4]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225515.877668,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5314285714285715,0.34]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225517.108136,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6914285714285714,0.7314285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225518.337658,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225519.259201,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.58,0.5714285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225519.871916,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5885714285714285,0.48857142857142855]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225519.883664,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5457142857142857,0.36857142857142855]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225520.487931,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5457142857142857,0.28285714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225521.102741,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7685714285714286,0.18]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225521.716604,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7657142857142857,0.3914285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225522.329217,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7371428571428571,0.6914285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225522.496607,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7257142857142858,0.7828571428571428]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225526.056167,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225526.630785,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.52,0.5942857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225526.937352,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5114285714285715,0.4742857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225527.245737,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5114285714285715,0.3171428571428571]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225527.857757,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5457142857142857,0.2542857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225530.624307,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225531.240958,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7857142857142857,0.54]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225531.396167,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7914285714285715,0.49142857142857144]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225531.855448,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7885714285714286,0.29428571428571426]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225532.16069,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7942857142857143,0.15714285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225532.775949,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.4114285714285714,0.23714285714285716]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225533.308095,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.4114285714285714,0.28]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225533.500213,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.37142857142857144,0.44857142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225534.006932,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.34,0.56]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225534.312002,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.2885714285714286,0.6457142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225534.926592,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.38857142857142857,0.8485714285714285]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225535.234539,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4828571428571429,0.88]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225536.770983,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5857142857142857,0.9485714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225536.949221,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.38571428571428573,0.9228571428571428]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225537.382253,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.35714285714285715,0.8514285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225537.691635,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.26857142857142857,0.5514285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225538.097694,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.38857142857142857,0.40285714285714286]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225538.614335,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5,0.3142857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225538.795345,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6685714285714286,0.22]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225539.536494,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.8171428571428572,0.17142857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225539.679617,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6771428571428572,0.5371428571428571]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225540.150726,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6457142857142857,0.6742857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225540.764343,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6057142857142858,0.8228571428571428]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225540.883238,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6085714285714285,0.9514285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225549.673805,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6957142857142857,0.76]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225549.740167,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7942857142857143,0.63]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225549.938485,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7557142857142857,0.45571428571428574]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225550.59371,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.47714285714285715,0.28714285714285714]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225550.684209,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4685714285714286,0.45]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225551.208903,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.25142857142857145,0.6057142857142858]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225551.299701,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.36142857142857143,0.7042857142857143]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225551.825538,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.44857142857142857,0.7928571428571428]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225552.436319,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6014285714285714,0.93]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225552.677101,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7985714285714286,0.6857142857142857]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225553.052949,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7957142857142857,0.46]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225553.511402,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.77,0.12571428571428572]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225558.890604,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225559.503425,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5157142857142857,0.5414285714285715]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225560.120485,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.38285714285714284]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225560.200334,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6057142857142858,0.30428571428571427]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225560.733713,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.76,0.24571428571428572]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225561.0425,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7728571428571429,0.5228571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225561.684476,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225561.862,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225562.575684,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6585714285714286,0.9128571428571428]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225579.779947,A123R7AGMJMYT7,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.48714285714285716,0.8828571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225580.091525,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.21285714285714286,0.6871428571428572]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225589.611918,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.37857142857142856,0.7728571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225589.829856,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5771428571428572,0.7285714285714285]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225590.022403,A123R7AGMJMYT7,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.4828571428571429,0.7328571428571429]', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
1624225590.223136,A123R7AGMJMYT7,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A123R7AGMJMYT7', 'stage': 0}
