
1624155429.129571,AVUI25K9PIY6Z,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AVUI25K9PIY6Z'}
1624155435.072735,AVUI25K9PIY6Z,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'AVUI25K9PIY6Z'}
1624155445.515364,AVUI25K9PIY6Z,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AVUI25K9PIY6Z'}
1624155462.720242,AVUI25K9PIY6Z,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AVUI25K9PIY6Z'}
1624155631.054666,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155631.358348,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155631.528168,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155632.283257,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155632.284407,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155632.306019,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155632.897706,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155632.977295,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155633.517645,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155633.518484,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155635.048855,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'AVUI25K9PIY6Z'}
1624155635.662359,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'AVUI25K9PIY6Z'}
1624155636.277578,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'AVUI25K9PIY6Z'}
1624155637.197357,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'AVUI25K9PIY6Z'}
1624155641.190583,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155641.192094,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155641.804196,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155641.805905,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155642.419989,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155642.421342,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155642.827012,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155643.649266,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155643.650353,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155643.690689,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155643.769932,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155643.965544,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155645.492823,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155645.494641,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155645.495207,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155646.411075,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155646.411946,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155646.51676,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155647.947038,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155647.949212,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155647.948662,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155648.042136,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155648.043877,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155648.150653,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155648.870662,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155648.871439,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155649.792622,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155649.794028,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155649.841173,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155650.713604,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155651.025376,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155651.030079,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155652.250597,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155652.25117,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155652.252993,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155652.86467,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155655.629904,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155655.74915,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155656.243402,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155656.857424,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155656.858633,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155656.950459,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155656.951425,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155658.393562,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155659.315555,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155660.541395,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155660.542049,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155664.843774,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155664.845288,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155668.840067,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155668.841177,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155671.60431,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155671.605488,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155675.596495,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155675.596068,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155678.669091,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155678.669806,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155684.50449,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155684.505381,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155691.245885,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155691.247292,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155693.723471,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing misunderstanding panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155693.722587,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155696.178911,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155696.320781,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155696.497814,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155696.558491,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155698.023163,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155698.328777,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'AVUI25K9PIY6Z'}
1624155700.170644,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155700.478031,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'AVUI25K9PIY6Z'}
1624155701.326355,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155702.936717,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'AVUI25K9PIY6Z'}
1624155703.550762,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'AVUI25K9PIY6Z'}
1624155705.088806,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'AVUI25K9PIY6Z'}
1624155705.099084,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'AVUI25K9PIY6Z'}
1624155706.624007,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'AVUI25K9PIY6Z'}
1624155708.155591,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'AVUI25K9PIY6Z'}
1624155709.384437,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'AVUI25K9PIY6Z'}
1624155710.61281,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'AVUI25K9PIY6Z'}
1624155711.227498,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'AVUI25K9PIY6Z'}
1624155712.455725,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'AVUI25K9PIY6Z'}
1624155713.069799,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155713.688732,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'AVUI25K9PIY6Z'}
1624155720.442061,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button misunderstanding panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155720.443395,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155723.209313,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155723.209769,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155733.968761,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155735.803169,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155736.431965,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155738.2629,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155740.726971,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155741.027569,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155741.966652,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155743.48408,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155744.405939,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155745.634966,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155748.089228,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155749.31832,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155753.00515,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155756.696001,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155758.230499,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'AVUI25K9PIY6Z'}
1624155758.230091,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155758.285045,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'AVUI25K9PIY6Z'}
1624155759.151611,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155760.072041,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'AVUI25K9PIY6Z'}
1624155760.128869,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'AVUI25K9PIY6Z'}
1624155760.686823,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'AVUI25K9PIY6Z'}
1624155760.992173,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'AVUI25K9PIY6Z'}
1624155761.606254,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'AVUI25K9PIY6Z'}
1624155762.06596,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'AVUI25K9PIY6Z'}
1624155762.532091,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'AVUI25K9PIY6Z'}
1624155763.454084,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'AVUI25K9PIY6Z'}
1624155763.582704,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'AVUI25K9PIY6Z'}
1624155764.680023,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'AVUI25K9PIY6Z'}
1624155764.766818,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155765.908504,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'AVUI25K9PIY6Z'}
1624155767.138847,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155767.139289,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155791.103102,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'AVUI25K9PIY6Z'}
1624155797.551825,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155800.316425,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155800.92858,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'AVUI25K9PIY6Z'}
1624155801.858849,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
1624155802.615513,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'AVUI25K9PIY6Z'}
1624155803.387185,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'AVUI25K9PIY6Z'}
1624155804.001958,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'AVUI25K9PIY6Z'}
1624155804.922226,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'AVUI25K9PIY6Z'}
1624155805.559266,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'AVUI25K9PIY6Z'}
1624155806.151134,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'AVUI25K9PIY6Z'}
1624155807.073176,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'AVUI25K9PIY6Z'}
1624155807.380342,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'AVUI25K9PIY6Z'}
1624155807.994051,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'AVUI25K9PIY6Z'}
1624155810.141937,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'AVUI25K9PIY6Z'}
1624155810.450352,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'AVUI25K9PIY6Z'}
1624155810.449505,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'AVUI25K9PIY6Z'}
1624155810.462545,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'AVUI25K9PIY6Z'}
1624155812.291762,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'AVUI25K9PIY6Z'}
1624155814.754783,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'AVUI25K9PIY6Z'}
1624155814.755309,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155831.034422,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'AVUI25K9PIY6Z'}
1624155834.107074,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'AVUI25K9PIY6Z'}
1624155835.027621,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'AVUI25K9PIY6Z'}
1624155835.644388,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'AVUI25K9PIY6Z'}
1624155836.563111,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'AVUI25K9PIY6Z'}
1624155837.386133,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'AVUI25K9PIY6Z'}
1624155837.792056,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'AVUI25K9PIY6Z'}
1624155841.475901,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155842.397853,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155842.415906,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155843.933462,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155844.550796,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'AVUI25K9PIY6Z'}
1624155847.315092,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'AVUI25K9PIY6Z'}
1624155848.852864,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'AVUI25K9PIY6Z'}
1624155848.888181,AVUI25K9PIY6Z,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'AVUI25K9PIY6Z'}
