
1624042674.087328,A31A1PVXLJBISZ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A31A1PVXLJBISZ'}
1624042723.237673,A31A1PVXLJBISZ,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A31A1PVXLJBISZ'}
1624042764.403842,A31A1PVXLJBISZ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A31A1PVXLJBISZ'}
1624043371.131842,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A31A1PVXLJBISZ'}
1624043371.132391,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A31A1PVXLJBISZ'}
1624043376.965812,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A31A1PVXLJBISZ'}
1624043377.917365,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A31A1PVXLJBISZ'}
1624043377.918323,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A31A1PVXLJBISZ'}
1624043377.919404,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'A31A1PVXLJBISZ'}
1624043408.610927,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A31A1PVXLJBISZ'}
1624043409.224693,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A31A1PVXLJBISZ'}
1624043409.839393,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'A31A1PVXLJBISZ'}
1624043410.367821,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A31A1PVXLJBISZ'}
1624043410.756441,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A31A1PVXLJBISZ'}
1624043411.373554,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A31A1PVXLJBISZ'}
1624043411.987265,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A31A1PVXLJBISZ'}
1624043412.910059,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A31A1PVXLJBISZ'}
1624043412.998933,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A31A1PVXLJBISZ'}
1624043414.446388,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A31A1PVXLJBISZ'}
1624043415.057998,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A31A1PVXLJBISZ'}
1624043415.676138,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A31A1PVXLJBISZ'}
1624043415.687264,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A31A1PVXLJBISZ'}
1624043416.289136,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A31A1PVXLJBISZ'}
1624043416.37255,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A31A1PVXLJBISZ'}
1624043417.309867,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A31A1PVXLJBISZ'}
1624043417.31028,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A31A1PVXLJBISZ'}
1624043418.131434,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A31A1PVXLJBISZ'}
1624043418.290155,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A31A1PVXLJBISZ'}
1624043419.050753,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A31A1PVXLJBISZ'}
1624043419.122138,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A31A1PVXLJBISZ'}
1624043420.073495,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A31A1PVXLJBISZ'}
1624043420.255717,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A31A1PVXLJBISZ'}
1624043421.206984,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A31A1PVXLJBISZ'}
1624043421.20873,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A31A1PVXLJBISZ'}
1624043421.82226,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A31A1PVXLJBISZ'}
1624043421.892475,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A31A1PVXLJBISZ'}
1624043422.431631,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A31A1PVXLJBISZ'}
1624043422.539479,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A31A1PVXLJBISZ'}
1624043423.661849,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A31A1PVXLJBISZ'}
1624043426.118612,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A31A1PVXLJBISZ'}
1624043426.184267,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A31A1PVXLJBISZ'}
1624043427.347366,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A31A1PVXLJBISZ'}
1624043428.576698,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A31A1PVXLJBISZ'}
1624043435.642722,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A31A1PVXLJBISZ'}
1624043435.954361,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A31A1PVXLJBISZ'}
1624043436.871826,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A31A1PVXLJBISZ'}
1624043436.908591,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A31A1PVXLJBISZ'}
1624043438.409434,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A31A1PVXLJBISZ'}
1624043438.409913,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing endgame panel', 'worker-id': 'A31A1PVXLJBISZ'}
1624043438.714334,A31A1PVXLJBISZ,{'stage': 'SAGAT', 'action': 'complete', 'score': 41, 'worker-id': 'A31A1PVXLJBISZ'}
1624043444.859914,A31A1PVXLJBISZ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A31A1PVXLJBISZ'}
1624043451.102099,A31A1PVXLJBISZ,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A31A1PVXLJBISZ'}
1624043748.682549,A31A1PVXLJBISZ,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A31A1PVXLJBISZ'}
1624043832.623282,A31A1PVXLJBISZ,{'stage': 0, 'action': 'reset map', 'worker-id': 'A31A1PVXLJBISZ'}
1624043834.848868,A31A1PVXLJBISZ,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A31A1PVXLJBISZ'}
1624043866.341708,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043868.185891,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7814285714285715,0.48857142857142855]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043871.868515,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.61,0.7142857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043875.867657,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5528571428571428,0.7]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043877.090988,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5428571428571428,0.5842857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043878.320101,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5428571428571428,0.5842857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043886.309311,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.3871428571428571,0.5385714285714286]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043890.919605,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5485714285714286,0.42428571428571427]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043897.979631,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043908.731886,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7671428571428571,0.48714285714285716]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043912.728144,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5242857142857142,0.5171428571428571]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043930.545967,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5128571428571429,0.5328571428571428]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043931.468311,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043932.695093,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.55,0.5614285714285714]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043933.925214,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5242857142857142,0.5114285714285715]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043934.540765,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5214285714285715,0.5142857142857142]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043939.768008,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5385714285714286,0.5457142857142857]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043941.29756,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5385714285714286,0.5457142857142857]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043943.445317,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043947.135659,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043949.28342,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5928571428571429,0.5933333260672433]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043963.108692,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043963.109239,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5357142857142857,0.5228571428571429]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043963.722446,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5357142857142857,0.5228571428571429]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043966.067171,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5371428571428571,0.5214285714285715]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043969.558266,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5928571428571429,0.9828571428571429]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043970.479754,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5885714285714285,0.9842857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043977.862275,A31A1PVXLJBISZ,{'stage': 0, 'action': 'reset map', 'worker-id': 'A31A1PVXLJBISZ'}
1624043979.705988,A31A1PVXLJBISZ,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A31A1PVXLJBISZ'}
1624043989.530305,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4614285714285714,0.5342857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624043989.531881,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044008.883786,A31A1PVXLJBISZ,{'stage': 0, 'action': 'reset map', 'worker-id': 'A31A1PVXLJBISZ'}
1624044011.351191,A31A1PVXLJBISZ,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A31A1PVXLJBISZ'}
1624044013.181081,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044016.254251,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.47,0.7704761913844518]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044016.743314,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3942857142857143,0.7104761913844517]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044019.32324,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4757142857142857,0.5504761913844517]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044043.286522,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4957142857142857,0.5085714285714286]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044046.358733,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5671428571428572,0.9571428571428572]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044048.814769,A31A1PVXLJBISZ,{'stage': 0, 'action': 'reset map', 'worker-id': 'A31A1PVXLJBISZ'}
1624044049.519625,A31A1PVXLJBISZ,{'stage': 0, 'action': 'reset map', 'worker-id': 'A31A1PVXLJBISZ'}
1624044052.503563,A31A1PVXLJBISZ,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A31A1PVXLJBISZ'}
1624044059.368104,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044062.026193,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8514285714285714,0.7342857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044063.867633,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5271428571428571,0.5114285714285715]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044088.446426,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5585714285714286,0.5328571428571428]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044089.063116,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5557142857142857,0.5257142857142857]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044090.595081,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044092.132704,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5471428571428572,0.5314285714285715]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044092.747581,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5471428571428572,0.5314285714285715]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044092.953069,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5471428571428572,0.5314285714285715]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044097.046278,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044097.659662,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7985714285714286,0.74]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044098.275315,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044101.040491,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044107.802105,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7214285714285714,0.7176190403529575]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044108.192032,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7214285714285714,0.7176190403529575]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044137.80766,A31A1PVXLJBISZ,{'stage': 0, 'action': 'reset map', 'worker-id': 'A31A1PVXLJBISZ'}
1624044139.454592,A31A1PVXLJBISZ,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A31A1PVXLJBISZ'}
1624044150.195247,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044151.728552,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7814285714285715,0.5057142857142857]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044153.265492,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7814285714285715,0.5057142857142857]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044156.031994,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7885714285714286,0.4928571428571429]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044156.110965,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.6214285714285714,0.4757142857142857]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044159.407471,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044170.779201,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7928571428571428,0.5019047600882394]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044173.544534,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7657142857142857,0.5061904743739537]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044175.695703,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7828571428571428,0.5061904743739537]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044187.979453,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5085714285714286,0.2885714285714286]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044188.902296,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5085714285714286,0.2885714285714286]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044191.974385,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044211.019829,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044212.555367,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044217.472284,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7542857142857143,0.5257142857142857]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044218.083757,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5928571428571429,0.5142857142857142]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044219.311934,A31A1PVXLJBISZ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5942857142857143,0.5114285714285715]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044221.77407,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044224.233073,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5657142857142857,0.5171428571428571]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044243.891654,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.52,0.6542857142857142]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044243.991883,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5142857142857142,0.6471428571428571]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044246.346388,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044247.268241,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5442857142857143,0.5342857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044247.882082,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5442857142857143,0.5342857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044248.496576,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5442857142857143,0.5342857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044248.8031,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5442857142857143,0.5342857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044248.968708,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5442857142857143,0.5342857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044248.975401,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5442857142857143,0.5342857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044249.417144,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5442857142857143,0.5342857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044249.417926,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5442857142857143,0.5342857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044249.418798,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5442857142857143,0.5342857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044249.546953,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5442857142857143,0.5342857142857143]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044254.332776,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7071428571428572,0.8623809378487723]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044258.328989,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6528571428571428,0.8552380807059152]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044269.079867,A31A1PVXLJBISZ,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044272.46177,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044273.690596,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49857142857142855,0.5652380807059152]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044274.610735,A31A1PVXLJBISZ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49857142857142855,0.5652380807059152]', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044276.453977,A31A1PVXLJBISZ,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044293.656597,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044295.808216,A31A1PVXLJBISZ,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044300.233755,A31A1PVXLJBISZ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
1624044302.568016,A31A1PVXLJBISZ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A31A1PVXLJBISZ', 'stage': 0}
