
1624729275.929602,A6E3QAJIQOFBQ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729333.41262,A6E3QAJIQOFBQ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729900.078706,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729900.830677,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729900.831461,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729901.445999,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729901.751412,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729902.673574,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '3', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729903.62304,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '5', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729904.516439,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '0', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729905.128973,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729905.258307,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729905.744053,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '7', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729905.925533,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '8', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729906.362921,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '2', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729906.972841,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '9', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729908.200771,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing endgame panel', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729908.201695,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729908.299992,A6E3QAJIQOFBQ,{'stage': 'SAGAT', 'action': 'complete', 'score': 75, 'worker-id': 'A6E3QAJIQOFBQ'}
1624729913.469232,A6E3QAJIQOFBQ,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729923.564608,A6E3QAJIQOFBQ,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729995.143603,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A6E3QAJIQOFBQ'}
1624729999.134578,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730001.597854,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.51,0.5214285714285715]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730007.12527,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730008.046387,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7328571428571429,0.7885714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730008.661385,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.6471428571428571,0.7185714285714285]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730009.889842,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.62]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730010.815548,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5771428571428572,0.6285714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730011.735615,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5057142857142857,0.5014285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730023.778495,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730024.943673,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.48857142857142855,0.5142857142857142]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730027.405786,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730028.018415,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.33714285714285713,0.5714285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730028.942859,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.33714285714285713,0.5714285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730029.284641,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.33714285714285713,0.5714285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730030.5343,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730031.165667,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3142857142857143,0.6271428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730032.320304,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.28285714285714286,0.6171428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730032.935917,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730036.006093,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.58,0.6214285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730037.291662,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7571428571428571,0.7671428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730041.468474,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730043.071568,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6742857142857143,0.62]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730045.83526,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730046.756906,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.4657142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730047.526161,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730048.295316,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730048.908509,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7314285714285714,0.6914285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730049.524557,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730050.135914,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3414285714285714,0.5814285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730051.372678,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730051.983764,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.38285714285714284,0.6985714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730052.286802,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.38142857142857145,0.6985714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730052.903713,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.38142857142857145,0.6985714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730053.207349,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.43,0.5357142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730053.703745,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5128571428571429,0.5328571428571428]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730061.535613,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730063.347186,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730064.583794,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6742857142857143,0.6871428571428572]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730065.189035,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730066.111006,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730066.722859,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730067.344994,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8057142857142857,0.9128571428571428]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730068.26209,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.56,0.9871428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730068.87749,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.44,0.8]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730069.799908,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730070.106032,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5542857142857143,0.5028571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730070.71783,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49142857142857144,0.5014285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730077.477652,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5457142857142857,0.6242857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730079.628768,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6071428571428571,0.5185714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730080.24331,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5228571428571429,0.5242857142857142]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730080.324101,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5657142857142857,0.6542857142857142]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730080.548918,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.5085714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730080.716224,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.5071428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730080.912117,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5242857142857142,0.5085714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730081.106458,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7885714285714286,0.48714285714285716]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730081.263646,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8114285714285714,0.48142857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730081.436786,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8414285714285714,0.4828571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730081.629854,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5628571428571428,0.3557142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730081.815723,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.43,0.25]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730082.393237,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.72,0.07857142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730082.39405,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5771428571428572,0.16285714285714287]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730082.754373,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6628571428571428,0.3657142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730083.322825,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.35428571428571426,0.6214285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730083.623838,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5557142857142857,0.7757142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730084.119284,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730084.849732,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6928571428571428,0.7828571428571428]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730085.161058,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7514285714285714,0.7428571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730085.780434,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6857142857142857,0.8571428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730086.14742,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.58,0.9714285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730086.69805,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.46285714285714286,0.7514285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730087.048182,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3414285714285714,0.8542857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730087.628036,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.39571428571428574,0.9257142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730087.795281,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.26285714285714284,0.6385714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730088.231524,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.40714285714285714,0.5271428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730088.513415,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.58,0.6057142857142858]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730089.151344,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.61,0.7385714285714285]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730094.990702,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'reset map', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730095.760354,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730097.482948,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730098.677804,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4,0.7642857142857142]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730099.90697,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3171428571428571,0.6271428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730100.828524,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3028571428571429,0.4657142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730101.444435,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3514285714285714,0.3585714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730102.977518,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730103.282567,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7514285714285714,0.77]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730105.128909,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.71,0.6414285714285715]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730105.747014,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6714285714285714,0.5442857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730108.814911,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730113.728685,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730116.499404,A6E3QAJIQOFBQ,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730118.341518,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6614285714285715,0.5985714285714285]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730119.076409,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6771428571428572,0.5314285714285715]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730119.881115,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730120.489496,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.31,0.6142857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730122.341124,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730122.950793,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.43,0.5671428571428572]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730124.12873,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6728571428571428,0.55]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730126.021478,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730127.868292,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730128.785223,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6785714285714286,0.5371428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730130.3582,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5457142857142857,0.5171428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730131.54851,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.53,0.5314285714285715]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730132.477417,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4957142857142857,0.5085714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730134.010957,A6E3QAJIQOFBQ,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730134.622717,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730135.236516,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.44285714285714284,0.5771428571428572]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730135.849688,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3757142857142857,0.6614285714285715]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730136.042437,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3028571428571429,0.5671428571428572]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730137.384763,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.46,0.7828571428571428]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730138.0007,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4057142857142857,0.5842857142857143]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730142.915554,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730143.529233,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5714285714285714,0.8914285714285715]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730144.147442,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.56,0.9485714285714286]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730144.309647,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5857142857142857,0.9871428571428571]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730144.85837,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.46714285714285714,0.7385714285714285]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730145.385644,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5485714285714286,0.9828571428571429]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730145.987272,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5585714285714286,0.9057142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730146.609547,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6014285714285714,0.9814285714285714]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730146.745502,A6E3QAJIQOFBQ,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.49857142857142855,0.77]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730149.983925,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'reset map', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730150.82656,A6E3QAJIQOFBQ,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A6E3QAJIQOFBQ'}
1624730153.668914,A6E3QAJIQOFBQ,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730155.513069,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7557142857142857,0.7757142857142857]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
1624730156.436224,A6E3QAJIQOFBQ,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6657142857142857,0.66]', 'worker-id': 'A6E3QAJIQOFBQ', 'stage': 0}
