
1630166842.652854,4142,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': '4142'}
1630166886.441708,4142,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '4142'}
1630166892.918551,4142,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '4142'}
1630169058.044701,4142,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169061.073776,4142,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.17285714285714285,0.42142857142857143]', 'worker-id': '4142', 'stage': 0}
1630169061.462364,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,5.01,0,0,0', 'worker-id': '4142'}
1630169066.540758,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,54.99,0,0,0', 'worker-id': '4142'}
1630169067.810491,4142,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169070.266071,4142,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5842857142857143,0.9257142857142857]', 'worker-id': '4142', 'stage': 0}
1630169071.518896,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,80.98000000000002,0,0,0', 'worker-id': '4142'}
1630169073.504272,4142,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6914285714285714,0.9428571428571428]', 'worker-id': '4142', 'stage': 0}
1630169074.355444,4142,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '4142', 'stage': 0}
1630169076.457601,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,130.98000000000005,0,0,0', 'worker-id': '4142'}
1630169076.637256,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6742857142857143,0.7928571428571428]', 'worker-id': '4142', 'stage': 0}
1630169081.480418,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:24.504999999999992,0,0,0,180.98000000000005,0,0,0', 'worker-id': '4142'}
1630169085.760561,4142,{'stage': 0, 'action': 'robot UAV1 idle', 'worker-id': '4142'}
1630169086.459079,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:49.50499999999999,0,0,0,223.98000000000013,0,0,0', 'worker-id': '4142'}
1630169087.986922,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8385714285714285,0.73]', 'worker-id': '4142', 'stage': 0}
1630169091.459837,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:74.49999999999999,0,0,0,223.98000000000013,0,0,0', 'worker-id': '4142'}
1630169092.183746,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7314285714285714,0.6514285714285715]', 'worker-id': '4142', 'stage': 0}
1630169096.458741,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:99.5,0,0,0,223.98000000000013,0,0,0', 'worker-id': '4142'}
1630169096.864023,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8028571428571428,0.7557142857142857]', 'worker-id': '4142', 'stage': 0}
1630169100.296486,4142,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169101.495804,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:124.5,0,0,0,223.98000000000013,0,0,0', 'worker-id': '4142'}
1630169101.549854,4142,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.17,0.8028571428571428]', 'worker-id': '4142', 'stage': 0}
1630169106.509456,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:149.505,0,0,0,273.9900000000001,0,0,0', 'worker-id': '4142'}
1630169111.515656,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:174.52,0,0,0,324.02000000000015,0,0,0', 'worker-id': '4142'}
1630169112.071089,4142,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5471428571428572,0.9385714285714286]', 'worker-id': '4142', 'stage': 0}
1630169114.343587,4142,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169115.146819,4142,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169116.457749,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:186.50000000000003,0,0,0,373.9800000000002,0,0,0', 'worker-id': '4142'}
1630169121.471605,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:186.50000000000003,0,0,0,424.09000000000015,0,0,0', 'worker-id': '4142'}
1630169126.459496,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:186.50000000000003,0,0,0,454.9800000000002,0,0,0', 'worker-id': '4142'}
1630169128.967272,4142,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169129.850742,4142,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169130.006647,4142,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169130.565338,4142,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.16,0.8185714285714286]', 'worker-id': '4142', 'stage': 0}
1630169131.465729,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:186.50000000000003,0,0,0,454.9800000000002,0,0,0', 'worker-id': '4142'}
1630169132.472677,4142,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5771428571428572,0.9385714285714286]', 'worker-id': '4142', 'stage': 0}
1630169136.486334,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:186.50000000000003,0,0,0,454.9800000000002,0,0,0', 'worker-id': '4142'}
1630169137.623541,4142,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3657142857142857,0.7885714285714286]', 'worker-id': '4142', 'stage': 0}
1630169138.710269,4142,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5542857142857143,0.8871428571428571]', 'worker-id': '4142', 'stage': 0}
1630169139.678605,4142,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5714285714285714,0.9742857142857143]', 'worker-id': '4142', 'stage': 0}
1630169141.500115,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:186.50000000000003,0,0,0,454.9800000000002,0,0,0', 'worker-id': '4142'}
1630169142.617622,4142,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169143.693971,4142,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5514285714285714,0.8157142857142857]', 'worker-id': '4142', 'stage': 0}
1630169144.636729,4142,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169145.985222,4142,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '4142', 'stage': 0}
1630169146.517935,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:186.50000000000003,0,0,0,454.9800000000002,0,0,0', 'worker-id': '4142'}
1630169146.721904,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.61,0.8742857142857143]', 'worker-id': '4142', 'stage': 0}
1630169147.709831,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.71,0.8057142857142857]', 'worker-id': '4142', 'stage': 0}
1630169150.510399,4142,{'stage': 0, 'action': 'reset map', 'worker-id': '4142'}
1630169151.370918,4142,{'stage': 0, 'action': 'opened-page', 'worker-id': '4142'}
1630169153.64006,4142,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '4142', 'stage': 0}
1630169155.885874,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7085714285714285,0.7671428571428571]', 'worker-id': '4142', 'stage': 0}
1630169156.408103,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:2.97,0,0,0,0,0,0,0', 'worker-id': '4142'}
1630169161.409211,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:27.970000000000006,0,0,0,0,0,0,0', 'worker-id': '4142'}
1630169165.212754,4142,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169166.38147,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:52.97,0,0,0,0,0,0,0', 'worker-id': '4142'}
1630169168.762289,4142,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.73,0.6571428571428571]', 'worker-id': '4142', 'stage': 0}
1630169171.456231,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:77.97500000000001,0,0,0,27.009999999999998,0,0,0', 'worker-id': '4142'}
1630169173.047303,4142,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169176.387892,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:102.97,0,0,0,77.00000000000001,0,0,0', 'worker-id': '4142'}
1630169177.11724,4142,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '4142', 'stage': 0}
1630169178.47674,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7685714285714286,0.7242857142857143]', 'worker-id': '4142', 'stage': 0}
1630169180.114499,4142,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '4142', 'stage': 0}
1630169181.400202,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:127.97,0,0,0,127.00000000000001,0,0,0', 'worker-id': '4142'}
1630169184.777946,4142,{'stage': 0, 'action': 'robot UGV1 idle', 'worker-id': '4142'}
1630169185.598081,4142,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169186.415011,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:144.97,0,0,0,177.01,0,0,0', 'worker-id': '4142'}
1630169186.874968,4142,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169189.093446,4142,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169191.392112,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:144.97,0,0,0,181.01,0,0,0', 'worker-id': '4142'}
1630169191.846112,4142,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.65,0.5714285714285714]', 'worker-id': '4142', 'stage': 0}
1630169196.440487,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:144.97,0,0,0,227.00000000000009,0,0,0', 'worker-id': '4142'}
1630169201.38304,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:144.97,0,0,0,277.0000000000001,0,0,0', 'worker-id': '4142'}
1630169204.274014,4142,{'stage': 0, 'action': 'robot UAV1 idle', 'worker-id': '4142'}
1630169205.527796,4142,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '4142', 'stage': 0}
1630169206.46892,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:144.97,0,0,0,305.0100000000001,0,0,0', 'worker-id': '4142'}
1630169211.37503,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.76,0.8885714285714286]', 'worker-id': '4142', 'stage': 0}
1630169211.379285,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:145.46,0,0,0,305.0100000000001,0,0,0', 'worker-id': '4142'}
1630169213.060944,4142,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169213.740036,4142,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5371428571428571,0.5585714285714286]', 'worker-id': '4142', 'stage': 0}
1630169216.388171,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:170.465,0,0,0,327.0000000000001,0,0,0', 'worker-id': '4142'}
1630169218.349141,4142,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '4142', 'stage': 0}
1630169219.123803,4142,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '4142', 'stage': 0}
1630169220.082086,4142,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '4142', 'stage': 0}
1630169221.405001,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:183.965,0,0,0,327.0000000000001,0,0,0', 'worker-id': '4142'}
1630169222.826979,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7042857142857143,0.7328571428571429]', 'worker-id': '4142', 'stage': 0}
1630169226.385048,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:201.97,0,0,0,327.0000000000001,0,0,0', 'worker-id': '4142'}
1630169231.387612,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:226.96499999999995,0,0,0,327.0000000000001,0,0,0', 'worker-id': '4142'}
1630169234.148216,4142,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '4142', 'stage': 0}
1630169235.197178,4142,{'stage': 0, 'action': 'robot UGV1 idle', 'worker-id': '4142'}
1630169235.382723,4142,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5714285714285714,0.57]', 'worker-id': '4142', 'stage': 0}
1630169236.449959,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:245.46499999999992,0,0,0,337.0200000000001,0,0,0', 'worker-id': '4142'}
1630169238.219981,4142,{'stage': 0, 'action': 'cache connected count', 'object': 1, 'worker-id': '4142'}
1630169238.275769,4142,{'stage': 0, 'action': 'robot UAV1 idle', 'worker-id': '4142'}
1630169238.379379,4142,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169238.380144,4142,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169238.659295,4142,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169238.659911,4142,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169238.891829,4142,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169238.893327,4142,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169239.159915,4142,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169239.160552,4142,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169239.37763,4142,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169239.378369,4142,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169239.385059,4142,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169240.832193,4142,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169242.397741,4142,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169244.424807,4142,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169244.426369,4142,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169244.438117,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169246.532823,4142,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:245.46499999999992,0,0,0,356.0000000000001,0,0,0', 'worker-id': '4142'}
1630169369.412095,4142,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': '4142'}
1630169429.784248,4142,{'stage': 'tutorial', 'action': 'Moving on from tutorial', 'worker-id': '4142'}
1630169435.373265,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,0,0,0,0', 'worker-id': '4142'}
1630169442.189307,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,0,0,0,0', 'worker-id': '4142'}
1630169445.88266,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,0,0,0,0', 'worker-id': '4142'}
1630169447.976357,4142,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '4142', 'stage': 3}
1630169451.737448,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,0,0,0,0', 'worker-id': '4142'}
1630169452.957637,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.79,0.8457142857142858]', 'worker-id': '4142', 'stage': 3}
1630169453.072247,4142,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '4142'}
1630169458.227086,4142,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '4142', 'stage': 3}
1630169458.487654,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:0.004061556473351552,0,0,0,0,0,0,0', 'worker-id': '4142'}
1630169458.866879,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7971428571428572,0.8528571428571429]', 'worker-id': '4142', 'stage': 3}
1630169458.870613,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8457142857142858,0.6357142857142857]', 'worker-id': '4142', 'stage': 3}
1630169458.967032,4142,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '4142'}
1630169459.573556,4142,{'stage': 3, 'action': 'robot UGV1 is no longer idle', 'worker-id': '4142'}
1630169460.207616,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:0.09509463738040635,0,0,0,0,0,0,0', 'worker-id': '4142'}
1630169466.252348,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.91,0.4714285714285714]', 'worker-id': '4142', 'stage': 3}
1630169466.383544,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6685714285714286,0.3057142857142857]', 'worker-id': '4142', 'stage': 3}
1630169466.421676,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:0.8372198432956406,0,0,0,0,0,0,0', 'worker-id': '4142'}
1630169470.211152,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:44.62243405140961,2.0202216849666406,0,0,0,0,0,0', 'worker-id': '4142'}
1630169477.156969,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:48.76161402405679,2.0205401244906076,0,0,0,0,0,0', 'worker-id': '4142'}
1630169477.345206,4142,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': '4142', 'stage': 3}
1630169485.691348,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:110.25652049901933,2.025316717350113,0,0,0,0,0,0', 'worker-id': '4142'}
1630169485.978258,4142,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.4757142857142857,0.7628571428571429]', 'worker-id': '4142', 'stage': 3}
1630169486.388749,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:110.25652049901933,2.025316717350113,0,0,0,0,0,0', 'worker-id': '4142'}
1630169486.454562,4142,{'stage': 3, 'action': 'robot UGV2 is idle', 'worker-id': '4142'}
1630169486.541742,4142,{'stage': 3, 'action': 'robot UGV2 is no longer idle', 'worker-id': '4142'}
1630169495.881194,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:152.07131317152658,6.701242150768686,0,0,0,0,0,0', 'worker-id': '4142'}
1630169496.016659,4142,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.3171428571428571,0.8057142857142857]', 'worker-id': '4142', 'stage': 3}
1630169496.445537,4142,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.19285714285714287,0.8442857142857143]', 'worker-id': '4142', 'stage': 3}
1630169496.568829,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:152.07131317152658,6.701242150768686,0,0,0,0,0,0', 'worker-id': '4142'}
1630169497.45302,4142,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.13714285714285715,0.79]', 'worker-id': '4142', 'stage': 3}
1630169504.563093,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:152.260828858866,44.62346513841162,0,0,0,0,0,0', 'worker-id': '4142'}
1630169505.3634,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:152.41154062892625,75.20570983665144,0,0,0,0,0,0', 'worker-id': '4142'}
1630169510.205452,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:152.48451877779473,112.51604363471773,0,0,0,0,0,0', 'worker-id': '4142'}
1630169519.75289,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:152.51295854266442,125.97222682325722,0,0,0,0,0,0', 'worker-id': '4142'}
1630169520.180324,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:152.74609785333283,157.39521994006097,0,0,0,0,0,0', 'worker-id': '4142'}
1630169521.111579,4142,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '4142', 'stage': 3}
1630169522.924488,4142,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '4142', 'stage': 3}
1630169523.584665,4142,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '4142', 'stage': 3}
1630169524.22669,4142,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '4142', 'stage': 3}
1630169524.574594,4142,{'stage': 3, 'action': 'robot UGV1 is no longer idle', 'worker-id': '4142'}
1630169525.063847,4142,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '4142'}
1630169525.256469,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:152.88287468357873,190.5192230584273,0,0,0,0,0,0', 'worker-id': '4142'}
1630169530.255947,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:153.13680862637315,238.97490412952266,0,0,0,0,0,0', 'worker-id': '4142'}
1630169530.892796,4142,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '4142', 'stage': 3}
1630169535.181961,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:153.18738806051456,271.0599138711392,0,0,0,0,0,0', 'worker-id': '4142'}
1630169535.184287,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8571428571428571,0.7]', 'worker-id': '4142', 'stage': 3}
1630169535.406673,4142,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '4142'}
1630169535.689631,4142,{'stage': 3, 'action': 'robot UGV1 is no longer idle', 'worker-id': '4142'}
1630169540.178179,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:153.25728881280742,306.7932519611292,0,0,0,0,0,0', 'worker-id': '4142'}
1630169540.423388,4142,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '4142', 'stage': 3}
1630169542.108938,4142,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '4142', 'stage': 3}
1630169542.220546,4142,{'stage': 3, 'action': 'robot UGV1 is no longer idle', 'worker-id': '4142'}
1630169542.528129,4142,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '4142'}
1630169542.84053,4142,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '4142', 'stage': 3}
1630169545.072051,4142,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8671428571428571,0.8628571428571429]', 'worker-id': '4142', 'stage': 3}
1630169545.211109,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:153.32888032355925,334.32577146250617,0,0,0,0,0,0', 'worker-id': '4142'}
1630169545.267342,4142,{'stage': 3, 'action': 'robot UGV1 is idle', 'worker-id': '4142'}
1630169545.5215,4142,{'stage': 3, 'action': 'robot UGV1 is no longer idle', 'worker-id': '4142'}
1630169550.182729,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:153.37538781844825,354.53543072663194,0,0,0,0,0,0', 'worker-id': '4142'}
1630169555.179338,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:153.4254976045852,377.00027377708955,0,0,0,0,0,0', 'worker-id': '4142'}
1630169555.563278,4142,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': '4142', 'stage': 3}
1630169557.971386,4142,{'stage': 3, 'action': 'robot UGV2 is idle', 'worker-id': '4142'}
1630169560.20329,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:153.46845382197642,392.19067847329717,0,0,0,0,0,0', 'worker-id': '4142'}
1630169562.863884,4142,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.42428571428571427,0.7557142857142857]', 'worker-id': '4142', 'stage': 3}
1630169562.982457,4142,{'stage': 3, 'action': 'robot UGV3 is idle', 'worker-id': '4142'}
1630169563.455416,4142,{'stage': 3, 'action': 'robot UGV3 is no longer idle', 'worker-id': '4142'}
1630169565.973014,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:153.50813195228847,392.19103113141006,0.1660766951485136,0,0,0,0,0', 'worker-id': '4142'}
1630169566.338037,4142,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': '4142', 'stage': 3}
1630169570.601224,4142,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.08285714285714285,0.5714285714285714]', 'worker-id': '4142', 'stage': 3}
1630169570.63139,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:153.52834019440579,392.1910695856592,8.08513993943596,0,0,0,0,0', 'worker-id': '4142'}
1630169570.908668,4142,{'stage': 3, 'action': 'robot UGV2 is no longer idle', 'worker-id': '4142'}
1630169570.909868,4142,{'stage': 3, 'action': 'robot UGV2 is idle', 'worker-id': '4142'}
1630169571.052604,4142,{'stage': 3, 'action': 'robot UGV2 is idle', 'worker-id': '4142'}
1630169575.344876,4142,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': '4142', 'stage': 3}
1630169575.362758,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:153.63522569106166,392.22064796037665,74.58546387923421,0,0,0,0,0', 'worker-id': '4142'}
1630169585.381788,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:153.6768903669993,392.22067073894743,91.01002756104089,0,0,0,0,0', 'worker-id': '4142'}
1630169585.720576,4142,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': '4142', 'stage': 3}
1630169586.163388,4142,{'stage': 3, 'action': 'distance-checkup', 'object': 'distance-traveled:153.6768903669993,392.22067073894743,91.01002756104089,0,0,0,0,0', 'worker-id': '4142'}
1630169586.511123,4142,{'action': 'remove-waypoint', 'target': 'UGV3', 'worker-id': '4142', 'stage': 3}
