
1617243679.238299,AAH6HJWRC4JD2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AAH6HJWRC4JD2'}
1617243686.128776,AAH6HJWRC4JD2,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'AAH6HJWRC4JD2'}
1617243710.879408,AAH6HJWRC4JD2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'AAH6HJWRC4JD2'}
1617244333.197092,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.48,0.47714285714285715]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244335.802465,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244336.016844,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5014285714285714,0.6128571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244336.326147,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49857142857142855,0.5742857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244336.540489,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.48857142857142855,0.5028571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244336.851767,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.48857142857142855,0.4857142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244340.820974,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244341.136471,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.51,0.5785714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244341.449576,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.51,0.5228571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244348.027774,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244348.238326,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6128571428571429,0.6128571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244348.296411,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5757142857142857,0.5828571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244348.654826,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4942857142857143,0.5285714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244348.968097,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4928571428571429,0.5228571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244349.490314,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.49,0.5057142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244350.116981,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.49,0.5057142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244350.743666,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7214285714285714,0.6257142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244350.882791,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.8185714285714286,0.5157142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244351.161114,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.8157142857142857,0.44285714285714284]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244351.538605,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6485714285714286,0.34714285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244351.656816,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5671428571428572,0.30428571428571427]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244351.997158,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.54,0.2842857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244352.416363,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.48,0.36142857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244352.468355,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.3742857142857143,0.46285714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244352.728668,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.3171428571428571,0.5671428571428572]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244353.042064,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.2742857142857143,0.6785714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244353.355552,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.36428571428571427,0.6228571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244354.201682,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.4,0.6942857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244354.714837,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.21,0.5657142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244355.550117,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244355.966438,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5071428571428571,0.5228571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244356.275235,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5014285714285714,0.49]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244357.637094,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244357.950693,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244358.265169,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6385714285714286,0.6385714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244358.384029,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.58,0.5842857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244358.613702,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5614285714285714,0.5671428571428572]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244358.890426,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5371428571428571,0.5528571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244359.099463,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5071428571428571,0.5228571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244359.225792,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4928571428571429,0.49857142857142855]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244359.517363,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4928571428571429,0.49857142857142855]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244359.726642,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4928571428571429,0.49857142857142855]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244362.026517,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244362.338011,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49857142857142855,0.5242857142857142]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244362.546479,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49857142857142855,0.5071428571428571]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244369.753417,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244369.957623,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244370.090709,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6871428571428572,0.5928571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244370.193428,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.4642857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244370.361239,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.4085714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244370.589339,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.4085714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244370.993596,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.4085714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244371.739466,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.4085714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244371.951372,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.4085714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244372.260895,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.4085714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244372.376189,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.67,0.4085714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244372.783923,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.43,0.42428571428571427]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244373.09673,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.40285714285714286,0.42857142857142855]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244374.03632,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244374.20983,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5571428571428572,0.48]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244374.559127,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5785714285714286,0.4]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244374.647098,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5885714285714285,0.36]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244374.97628,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5914285714285714,0.3485714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244375.394292,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.2957142857142857,0.34714285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244376.047767,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.26571428571428574,0.37]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244376.380234,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.26571428571428574,0.49857142857142855]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244376.463965,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.26571428571428574,0.5757142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244376.751991,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.24428571428571427,0.7542857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244376.96108,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.24428571428571427,0.7542857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244377.169505,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.32142857142857145,0.8157142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244377.379847,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3742857142857143,0.8585714285714285]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244378.00588,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6471428571428571,0.9171428571428571]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244378.42296,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.29714285714285715,0.6485714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244378.631975,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.21428571428571427,0.4942857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244378.946161,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.33,0.27]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244379.258774,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.43714285714285717,0.14285714285714285]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244379.344397,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6942857142857143,0.027142857142857142]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244379.780939,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.9,0.2571428571428571]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244380.720932,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5142857142857142,0.5285714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244388.967165,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244389.181781,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4857142857142857,0.46]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244390.539094,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244390.747743,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.72,0.5585714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244391.061636,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6685714285714286,0.40285714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244391.270438,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.35285714285714287,0.28]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244392.001427,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.28,0.6142857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244392.99251,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.48857142857142855,0.5242857142857142]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244394.404334,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.49,0.5228571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244394.71981,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4928571428571429,0.4714285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244395.033415,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4928571428571429,0.4714285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244399.417624,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244399.628003,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244400.18474,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5114285714285715,0.4757142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244400.775282,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5014285714285714,0.5071428571428571]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244401.50674,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244401.820294,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6871428571428572,0.6814285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244402.031939,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6742857142857143,0.6]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244402.267114,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6571428571428571,0.55]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244402.552667,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6257142857142857,0.4757142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244402.864326,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5657142857142857,0.38285714285714284]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244403.074916,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.54,0.3314285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244403.50161,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5142857142857142,0.4042857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244404.327631,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244404.477655,AAH6HJWRC4JD2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244404.744129,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7114285714285714,0.6557142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244404.954403,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7242857142857143,0.6214285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244405.266612,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.7757142857142857,0.5414285714285715]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244406.311252,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5785714285714286,0.9828571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244406.526371,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5742857142857143,0.9814285714285714]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244406.833954,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5571428571428572,0.9557142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244407.443295,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.55,0.9828571428571429]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244407.592301,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.41285714285714287,0.9571428571428572]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244407.905304,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.36142857142857143,0.8842857142857142]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244408.085757,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.26571428571428574,0.78]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244408.395279,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.21,0.69]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244408.610635,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.15142857142857144,0.5328571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244408.797637,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.10428571428571429,0.30428571428571427]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244409.131289,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.11142857142857143,0.20142857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244409.339726,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.24142857142857144,0.12142857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244409.548922,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6042857142857143,0.11285714285714285]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244409.757576,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.73,0.13857142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244409.969173,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7585714285714286,0.16714285714285715]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244410.2832,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.8442857142857143,0.41714285714285715]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244410.390735,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8757142857142857,0.5885714285714285]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244410.697702,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8442857142857143,0.78]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244410.906771,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7985714285714286,0.8228571428571428]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244411.1417,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7771428571428571,0.85]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244413.518302,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.37,0.57]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244413.831267,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.31,0.6257142857142857]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244414.231123,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.28714285714285714,0.54]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244414.564294,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4757142857142857,0.5671428571428572]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244414.877251,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5542857142857143,0.39]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244415.294011,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.5357142857142857,0.2785714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244415.813073,AAH6HJWRC4JD2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7042857142857143,0.10285714285714286]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244416.129865,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.8485714285714285,0.12142857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
1617244416.377332,AAH6HJWRC4JD2,{'action': 'add-invalid-waypoint', 'target': 'UGV1', 'location': '[0.8714285714285714,0.11142857142857143]', 'worker-id': 'AAH6HJWRC4JD2', 'stage': 0}
