
1616514482.118513,A2OVET58SDVSB2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A2OVET58SDVSB2'}
1616514484.415877,A2OVET58SDVSB2,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A2OVET58SDVSB2'}
1616514489.01559,A2OVET58SDVSB2,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A2OVET58SDVSB2'}
1616514876.31149,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3514285714285714,0.9046031842912946]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514877.043992,A2OVET58SDVSB2,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514879.967499,A2OVET58SDVSB2,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514884.881992,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514885.344549,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3242857142857143,0.8717460414341518]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514888.239748,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.2885714285714286,0.8303174700055803]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514896.680924,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514898.345668,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5785714285714286,0.8676190621512276]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514917.082139,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5614285714285714,0.7561904907226562]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514936.164366,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514938.876832,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.38,0.7933333478655133]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514945.875484,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.41714285714285715,0.6976190621512277]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514953.816722,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.44857142857142857,0.6204762050083705]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514955.798344,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4642857142857143,0.5847619192940848]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514958.30561,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4757142857142857,0.5576190621512277]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514961.124682,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.49,0.5204762050083706]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 0}
1616514961.727593,A2OVET58SDVSB2,{'stage': 0, 'action': 'stage-complete', 'worker-id': 'A2OVET58SDVSB2'}
1616514963.214113,A2OVET58SDVSB2,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A2OVET58SDVSB2'}
1616514979.717065,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616514981.666597,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6642857142857143,0.9266666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616514982.913093,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616514996.006499,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616514996.952352,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.57,0.9438095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616514997.636453,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5342857142857143,0.9523809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616514997.741908,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616514997.825266,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5242857142857142,0.9766666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616514997.976247,A2OVET58SDVSB2,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515023.724036,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515023.860075,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515024.217976,A2OVET58SDVSB2,{'action': 'deselect-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515026.142611,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515027.076735,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515028.077724,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5185714285714286,0.9452381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515028.552435,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5185714285714286,0.9466666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515029.383788,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515029.856522,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515030.610834,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5728571428571428,0.9409523882184709]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515031.621439,A2OVET58SDVSB2,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515033.404095,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515035.707461,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515076.263651,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515110.070086,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515111.080836,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.6171428571428571,0.9595238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515112.358991,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515113.568769,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515116.025764,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515116.992424,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515117.590839,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515118.323217,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5728571428571428,0.9323809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515119.122613,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5928571428571429,0.9238095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515132.735781,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515133.861498,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515134.527092,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5085714285714286,0.9323809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515139.002948,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515178.308438,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5071428571428571,0.9180952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515178.783911,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5014285714285714,0.8952381025041852]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515179.82298,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5028571428571429,0.8895238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515180.598924,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.48142857142857143,0.9223809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515181.006774,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4928571428571429,0.900952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515181.422362,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.49142857142857144,0.8852381025041852]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515182.506016,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5014285714285714,0.9138095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515183.116338,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515183.293394,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515183.757953,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515184.440114,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5185714285714286,0.8980952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515185.483263,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6185714285714285,0.910952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515186.943578,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515188.191652,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515189.55788,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515192.264372,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515224.130068,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8128571428571428,0.8395238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515225.502696,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8128571428571428,0.840952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515227.347055,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.79,0.7552381025041852]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515268.625645,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.4585714285714286,0.8623809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515271.614013,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515272.393216,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.46,0.890952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515273.00014,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515273.318556,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515273.391718,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515273.648523,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515273.713653,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4757142857142857,0.8638095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515274.058731,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4757142857142857,0.8638095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515274.483296,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515274.488154,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515276.057109,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7214285714285714,0.31523810250418527]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515276.763351,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.65,0.32952381678989956]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515277.822675,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5057142857142857,0.3466666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515279.035554,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.20285714285714285,0.41380953107561386]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515280.090449,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.2785714285714286,0.6423809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515283.249266,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515284.186576,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.53,0.9895238167898995]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515285.543565,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.5257142857142857,0.990952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515286.486487,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.5257142857142857,0.9838095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515287.426386,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.5557142857142857,0.9466666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515288.347544,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7914285714285715,0.6466666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515289.229732,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8185714285714286,0.5238095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515290.768588,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.73,0.34809524536132813]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515291.918534,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7071428571428572,0.3352381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515293.092247,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.5657142857142857,0.28095238821847096]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515294.271628,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.34714285714285714,0.3738095310756138]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515295.736683,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.17142857142857143,0.42952381678989954]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515296.722712,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.30428571428571427,0.8080952453613282]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515297.888513,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.5228571428571429,0.9152381025041852]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515298.780398,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.6157142857142858,0.9780952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515309.0212,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7857142857142857,0.7280952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515309.103213,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7814285714285715,0.7238095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515309.597604,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7628571428571429,0.6723809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515309.614464,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7628571428571429,0.6723809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515310.032777,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7714285714285715,0.650952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515310.842196,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7714285714285715,0.650952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515311.76846,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7714285714285715,0.650952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515313.121839,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7714285714285715,0.650952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515314.273581,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7714285714285715,0.650952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515340.695517,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8985714285714286,0.8780952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515343.975399,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8714285714285714,0.8680952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515344.976814,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8842857142857142,0.8480952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515353.333321,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.9042857142857142,0.870952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515354.393272,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.9085714285714286,0.8738095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515355.897299,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.9157142857142857,0.8880952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515357.827004,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.9085714285714286,0.8895238167898996]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515359.197078,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.9071428571428571,0.8838095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515404.935579,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515527.203821,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515533.092358,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515539.159045,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515539.656024,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515541.448611,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.5328571428571428,0.9580952453613282]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515543.042204,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515574.453876,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.7,0.7266666739327567]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515711.955761,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515712.328059,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4757142857142857,0.740952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515713.076577,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.49142857142857144,0.7552381025041852]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515723.132627,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4942857142857143,0.7680952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515723.819298,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.43714285714285717,0.7980952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515724.445687,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4,0.780952388218471]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515724.883415,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.32571428571428573,0.7323809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515725.308195,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.2671428571428571,0.7280952453613281]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515725.733645,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.16714285714285715,0.6338095310756139]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515726.535293,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.23,0.4452381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515726.930172,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.20714285714285716,0.24809524536132813]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515727.399361,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515727.40092,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515727.801956,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.53,0.7552381025041852]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515728.099513,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.4942857142857143,0.7623809596470424]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515749.199596,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515750.556667,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515757.452587,A2OVET58SDVSB2,{'action': 'add-valid-waypoint', 'target': 'UGV4', 'location': '[0.6071428571428571,0.9452381025041853]', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515757.963529,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
1616515757.977534,A2OVET58SDVSB2,{'action': 'select-vehicle', 'target': 'UGV4', 'worker-id': 'A2OVET58SDVSB2', 'stage': 3}
