
1629214413.642514,7490,{'tag': 'Whatisyourage', 'type': 'dropdown', 'selection': 1, 'worker-id': '7490'}
1629215830.964486,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '7490'}
1629215837.062058,7490,{'stage': 'networks', 'puzzle': 'generateSimpleLine', 'action': 'node selected', 'object': 0, 'worker-id': '7490'}
1629215839.444108,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '7490'}
1629215839.445893,7490,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '7490'}
1629215866.889498,7490,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '7490'}
1629215881.634484,7490,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateSimpleArc', 'worker-id': '7490'}
1629215881.637612,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '7490'}
1629215887.142432,7490,{'stage': 'networks', 'puzzle': 'generateSimpleArc', 'action': 'node selected', 'object': 2, 'worker-id': '7490'}
1629215889.829892,7490,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateSimpleArc', 'worker-id': '7490'}
1629215889.831924,7490,{'stage': 'networks', 'action': 'score from round #0', 'score': 1, 'name': 'generateSimpleArc', 'worker-id': '7490'}
1629215903.781063,7490,{'stage': 'networks', 'puzzle': 'generateSimpleArc', 'action': 'node selected', 'object': 3, 'worker-id': '7490'}
1629215905.834725,7490,{'stage': 'networks', 'action': 'score from round #1', 'score': 0, 'name': 'generateSimpleArc', 'worker-id': '7490'}
1629215905.837963,7490,{'stage': 'networks', 'action': 'puzzle complete', 'name': 'generateSimpleArc', 'selections': [2, 3, -1], 'worker-id': '7490'}
1629215905.836847,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '7490'}
1629215905.839619,7490,{'stage': 'networks', 'action': 'ready for node selection #2', 'name': 'generateSimpleArc', 'worker-id': '7490'}
1629215905.841288,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing puzzle complete panel', 'worker-id': '7490'}
1629215912.817885,7490,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '7490'}
1629215912.815924,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '7490'}
1629215918.561957,7490,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '7490'}
1629215940.712883,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '7490'}
1629215940.713409,7490,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateComplexArc', 'worker-id': '7490'}
1629215941.530484,7490,{'stage': 'networks', 'puzzle': 'generateComplexArc', 'action': 'node selected', 'object': 18, 'worker-id': '7490'}
1629215948.603177,7490,{'stage': 'networks', 'action': 'score from round #0', 'score': 5, 'name': 'generateComplexArc', 'worker-id': '7490'}
1629215948.605187,7490,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateComplexArc', 'worker-id': '7490'}
1629215955.399138,7490,{'stage': 'networks', 'puzzle': 'generateComplexArc', 'action': 'node selected', 'object': 20, 'worker-id': '7490'}
1629215962.854953,7490,{'stage': 'networks', 'action': 'score from round #1', 'score': 5, 'name': 'generateComplexArc', 'worker-id': '7490'}
1629215962.856787,7490,{'stage': 'networks', 'action': 'ready for node selection #2', 'name': 'generateComplexArc', 'worker-id': '7490'}
1629215965.269896,7490,{'stage': 'networks', 'puzzle': 'generateComplexArc', 'action': 'node selected', 'object': 4, 'worker-id': '7490'}
1629215971.954744,7490,{'stage': 'networks', 'action': 'puzzle complete', 'name': 'generateComplexArc', 'selections': [18, 20, 4], 'worker-id': '7490'}
1629215971.958233,7490,{'stage': 'networks', 'action': 'ready for node selection #3', 'name': 'generateComplexArc', 'worker-id': '7490'}
1629215972.122118,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing puzzle complete panel', 'worker-id': '7490'}
1629215972.120323,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '7490'}
1629215972.128691,7490,{'stage': 'networks', 'action': 'score from round #2', 'score': 4, 'name': 'generateComplexArc', 'worker-id': '7490'}
1629215975.12659,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '7490'}
1629215975.124584,7490,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '7490'}
1629215978.448935,7490,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '7490'}
1629215994.838158,7490,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateTristar', 'worker-id': '7490'}
1629215994.840407,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '7490'}
1629215999.754349,7490,{'stage': 'networks', 'puzzle': 'generateTristar', 'action': 'node selected', 'object': 8, 'worker-id': '7490'}
1629216002.620805,7490,{'stage': 'networks', 'action': 'puzzle complete', 'name': 'generateTristar', 'selections': [8, -1, -1], 'worker-id': '7490'}
1629216002.624462,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing puzzle complete panel', 'worker-id': '7490'}
1629216002.623638,7490,{'stage': 'networks', 'action': 'score from round #0', 'score': 0, 'name': 'generateTristar', 'worker-id': '7490'}
1629216002.696222,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '7490'}
1629216002.699738,7490,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateTristar', 'worker-id': '7490'}
1629216004.677412,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '7490'}
1629216004.67688,7490,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '7490'}
1629216007.14204,7490,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '7490'}
1629216015.826737,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '7490'}
1629216015.824795,7490,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateSimpleCross', 'worker-id': '7490'}
1629216018.609404,7490,{'stage': 'networks', 'puzzle': 'generateSimpleCross', 'action': 'node selected', 'object': 2, 'worker-id': '7490'}
1629216020.245249,7490,{'stage': 'networks', 'action': 'puzzle complete', 'name': 'generateSimpleCross', 'selections': [2, -1, -1], 'worker-id': '7490'}
1629216020.248846,7490,{'stage': 'networks', 'action': 'score from round #0', 'score': 0, 'name': 'generateSimpleCross', 'worker-id': '7490'}
1629216020.323932,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing puzzle complete panel', 'worker-id': '7490'}
1629216020.321607,7490,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateSimpleCross', 'worker-id': '7490'}
1629216020.330319,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '7490'}
1629216021.473941,7490,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '7490'}
1629216021.475781,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '7490'}
1629216030.080258,7490,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '7490'}
1629216045.724698,7490,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateVeryComplexArc', 'worker-id': '7490'}
1629216045.726747,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '7490'}
1629216052.161639,7490,{'stage': 'networks', 'puzzle': 'generateVeryComplexArc', 'action': 'node selected', 'object': 4, 'worker-id': '7490'}
1629216056.312582,7490,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateVeryComplexArc', 'worker-id': '7490'}
1629216056.315752,7490,{'stage': 'networks', 'action': 'score from round #0', 'score': 1, 'name': 'generateVeryComplexArc', 'worker-id': '7490'}
1629216064.564604,7490,{'stage': 'networks', 'puzzle': 'generateVeryComplexArc', 'action': 'node selected', 'object': 8, 'worker-id': '7490'}
1629216069.831482,7490,{'stage': 'networks', 'action': 'score from round #1', 'score': 3, 'name': 'generateVeryComplexArc', 'worker-id': '7490'}
1629216069.833292,7490,{'stage': 'networks', 'action': 'ready for node selection #2', 'name': 'generateVeryComplexArc', 'worker-id': '7490'}
1629216074.343377,7490,{'stage': 'networks', 'puzzle': 'generateVeryComplexArc', 'action': 'node selected', 'object': 11, 'worker-id': '7490'}
1629216078.439927,7490,{'stage': 'networks', 'action': 'ready for node selection #3', 'name': 'generateVeryComplexArc', 'worker-id': '7490'}
1629216078.440583,7490,{'stage': 'networks', 'action': 'score from round #2', 'score': 2, 'name': 'generateVeryComplexArc', 'worker-id': '7490'}
1629216078.441131,7490,{'stage': 'networks', 'action': 'puzzle complete', 'name': 'generateVeryComplexArc', 'selections': [4, 8, 11], 'worker-id': '7490'}
1629216078.527116,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing puzzle complete panel', 'worker-id': '7490'}
1629216078.529091,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '7490'}
1629216080.899363,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '7490'}
1629216080.901506,7490,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '7490'}
1629216084.225442,7490,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '7490'}
1629216101.389385,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '7490'}
1629216101.387941,7490,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateLinearCross', 'worker-id': '7490'}
1629216102.064814,7490,{'stage': 'networks', 'puzzle': 'generateLinearCross', 'action': 'node selected', 'object': 2, 'worker-id': '7490'}
1629216107.938106,7490,{'stage': 'networks', 'action': 'score from round #0', 'score': 4, 'name': 'generateLinearCross', 'worker-id': '7490'}
1629216107.940086,7490,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateLinearCross', 'worker-id': '7490'}
1629216107.984887,7490,{'stage': 'networks', 'puzzle': 'generateLinearCross', 'action': 'node selected', 'object': 3, 'worker-id': '7490'}
1629216113.679765,7490,{'stage': 'networks', 'action': 'score from round #1', 'score': 3, 'name': 'generateLinearCross', 'worker-id': '7490'}
1629216113.682101,7490,{'stage': 'networks', 'action': 'ready for node selection #2', 'name': 'generateLinearCross', 'worker-id': '7490'}
1629216114.500874,7490,{'stage': 'networks', 'puzzle': 'generateLinearCross', 'action': 'node selected', 'object': 8, 'worker-id': '7490'}
1629216120.023353,7490,{'stage': 'networks', 'action': 'score from round #2', 'score': 2, 'name': 'generateLinearCross', 'worker-id': '7490'}
1629216120.024717,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing puzzle complete panel', 'worker-id': '7490'}
1629216120.021593,7490,{'stage': 'networks', 'action': 'puzzle complete', 'name': 'generateLinearCross', 'selections': [2, 3, 8], 'worker-id': '7490'}
1629216120.026908,7490,{'stage': 'networks', 'action': 'ready for node selection #3', 'name': 'generateLinearCross', 'worker-id': '7490'}
1629216120.103866,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '7490'}
1629216120.102153,7490,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '7490'}
1629216120.152212,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing observation panel', 'worker-id': '7490'}
1629216124.884802,7490,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'begin networks', 'worker-id': '7490'}
1629216141.274699,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '7490'}
1629216141.276607,7490,{'stage': 'networks', 'action': 'ready for node selection #0', 'name': 'generateWavyLinearCross', 'worker-id': '7490'}
1629216142.068403,7490,{'stage': 'networks', 'puzzle': 'generateWavyLinearCross', 'action': 'node selected', 'object': 4, 'worker-id': '7490'}
1629216146.66014,7490,{'stage': 'networks', 'action': 'score from round #0', 'score': 2, 'name': 'generateWavyLinearCross', 'worker-id': '7490'}
1629216146.662573,7490,{'stage': 'networks', 'action': 'ready for node selection #1', 'name': 'generateWavyLinearCross', 'worker-id': '7490'}
1629216148.234191,7490,{'stage': 'networks', 'puzzle': 'generateWavyLinearCross', 'action': 'node selected', 'object': 5, 'worker-id': '7490'}
1629216152.145215,7490,{'stage': 'networks', 'action': 'score from round #1', 'score': 1, 'name': 'generateWavyLinearCross', 'worker-id': '7490'}
1629216152.14847,7490,{'stage': 'networks', 'action': 'ready for node selection #2', 'name': 'generateWavyLinearCross', 'worker-id': '7490'}
1629216152.745473,7490,{'stage': 'networks', 'puzzle': 'generateWavyLinearCross', 'action': 'node selected', 'object': 8, 'worker-id': '7490'}
1629216157.676702,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'round complete', 'worker-id': '7490'}
1629216157.679595,7490,{'stage': 'networks', 'action': 'score from round #2', 'score': 2, 'name': 'generateWavyLinearCross', 'worker-id': '7490'}
1629216157.680564,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing puzzle complete panel', 'worker-id': '7490'}
1629216157.755676,7490,{'stage': 'networks', 'action': 'ready for node selection #3', 'name': 'generateWavyLinearCross', 'worker-id': '7490'}
1629216157.757445,7490,{'stage': 'networks', 'action': 'puzzle complete', 'name': 'generateWavyLinearCross', 'selections': [4, 5, 8], 'worker-id': '7490'}
1629216158.913342,7490,{'stage': 'networks', 'action': 'side-panel-click', 'object': 'next button puzzle complete', 'worker-id': '7490'}
1629216158.916313,7490,{'stage': 'networks', 'action': 'game complete', 'score': 41, 'scores': [3, 1, 2, 1, 0, 0, 5, 5, 4, 0, 0, 0, 0, 0, 0, 1, 3, 2, 4, 3, 2, 2, 1, 2], 'worker-id': '7490'}
1629216158.91587,7490,{'stage': 'networks', 'action': 'side-panel-state', 'object': 'showing endgame panel', 'worker-id': '7490'}
1629216340.974429,7490,{'stage': 'object tracking', 'action': 'opened-page', 'worker-id': '7490'}
1629216340.980546,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing introduction', 'worker-id': '7490'}
1629216351.64669,7490,{'stage': 'object tracking', 'action': 'side panel click', 'object': 'next button introduction', 'worker-id': '7490'}
1629216351.649164,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': '7490'}
1629216368.589305,7490,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'begin tracking', 'worker-id': '7490'}
1629216388.501624,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '7490'}
1629216390.139334,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 6, 'worker-id': '7490'}
1629216392.597614,7490,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'side panel clicked done button', 'worker-id': '7490'}
1629216392.600773,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': '7490'}
1629216392.674716,7490,{'stage': 'object tracking', 'action': 'scoring', 'tracked': 1, 'score': 1, 'worker-id': '7490'}
1629216397.061255,7490,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'begin tracking', 'worker-id': '7490'}
1629216417.057434,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '7490'}
1629216417.975852,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 0, 'worker-id': '7490'}
1629216419.120112,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 10, 'worker-id': '7490'}
1629216421.150424,7490,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'side panel clicked done button', 'worker-id': '7490'}
1629216421.154715,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': '7490'}
1629216421.226614,7490,{'stage': 'object tracking', 'action': 'scoring', 'tracked': 2, 'score': 1, 'worker-id': '7490'}
1629216427.391932,7490,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'begin tracking', 'worker-id': '7490'}
1629216447.458352,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '7490'}
1629216448.277131,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 0, 'worker-id': '7490'}
1629216449.39273,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 4, 'worker-id': '7490'}
1629216454.003934,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 1, 'worker-id': '7490'}
1629216454.471102,7490,{'stage': 'object tracking', 'action': 'scoring', 'tracked': 3, 'score': 2, 'worker-id': '7490'}
1629216454.473064,7490,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'side panel clicked done button', 'worker-id': '7490'}
1629216454.47454,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': '7490'}
1629216458.921871,7490,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'begin tracking', 'worker-id': '7490'}
1629216478.80481,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '7490'}
1629216479.523684,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 6, 'worker-id': '7490'}
1629216480.452311,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 12, 'worker-id': '7490'}
1629216481.107492,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 2, 'worker-id': '7490'}
1629216481.779727,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 0, 'worker-id': '7490'}
1629216482.544716,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': '7490'}
1629216482.618793,7490,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'side panel clicked done button', 'worker-id': '7490'}
1629216482.620891,7490,{'stage': 'object tracking', 'action': 'scoring', 'tracked': 4, 'score': 3, 'worker-id': '7490'}
1629216484.554622,7490,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'begin tracking', 'worker-id': '7490'}
1629216504.257176,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '7490'}
1629216504.730236,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 5, 'worker-id': '7490'}
1629216505.563996,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 4, 'worker-id': '7490'}
1629216507.060701,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 10, 'worker-id': '7490'}
1629216507.562602,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 13, 'worker-id': '7490'}
1629216508.395272,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 7, 'worker-id': '7490'}
1629216509.997146,7490,{'stage': 'object tracking', 'action': 'scoring', 'tracked': 5, 'score': 1, 'worker-id': '7490'}
1629216510.060025,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': '7490'}
1629216510.07285,7490,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'side panel clicked done button', 'worker-id': '7490'}
1629216514.918302,7490,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'begin tracking', 'worker-id': '7490'}
1629216534.590991,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '7490'}
1629216535.108584,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 1, 'worker-id': '7490'}
1629216536.135962,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 9, 'worker-id': '7490'}
1629216537.048097,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 6, 'worker-id': '7490'}
1629216537.873905,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 4, 'worker-id': '7490'}
1629216539.511276,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 0, 'worker-id': '7490'}
1629216541.149521,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 14, 'worker-id': '7490'}
1629216543.194049,7490,{'stage': 'object tracking', 'action': 'scoring', 'tracked': 6, 'score': 3, 'worker-id': '7490'}
1629216543.196307,7490,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'side panel clicked done button', 'worker-id': '7490'}
1629216543.270334,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': '7490'}
1629216552.622406,7490,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'begin tracking', 'worker-id': '7490'}
1629216573.10385,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing response panel', 'worker-id': '7490'}
1629216573.762705,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 12, 'worker-id': '7490'}
1629216574.747698,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 0, 'worker-id': '7490'}
1629216575.248114,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 1, 'worker-id': '7490'}
1629216576.384701,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 6, 'worker-id': '7490'}
1629216576.463071,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 3, 'worker-id': '7490'}
1629216577.630926,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 5, 'worker-id': '7490'}
1629216578.867114,7490,{'stage': 'object tracking', 'action': 'ball selected', 'object': 10, 'worker-id': '7490'}
1629216579.661308,7490,{'stage': 'object tracking', 'action': 'side-panel-click', 'object': 'side panel clicked done button', 'worker-id': '7490'}
1629216579.662301,7490,{'stage': 'object tracking', 'action': 'scoring', 'tracked': 7, 'score': 3, 'worker-id': '7490'}
1629216579.734658,7490,{'stage': 'object tracking', 'result': [1, 1, 2, 3, 1, 3, 3], 'worker-id': '7490'}
1629216579.743019,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing endgame panel', 'worker-id': '7490'}
1629216579.741593,7490,{'stage': 'object tracking', 'action': 'side-panel-state', 'object': 'showing tutorial panel 1', 'worker-id': '7490'}
1629216833.756878,7490,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': '7490'}
1629216980.327442,7490,{'stage': 0, 'action': 'opened-page', 'worker-id': '7490'}
1629216992.967113,7490,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '7490', 'stage': 0}
1629216995.938038,7490,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4614285714285714,0.8442857142857143]', 'worker-id': '7490', 'stage': 0}
1629216997.799393,7490,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5185714285714286,0.7957142857142857]', 'worker-id': '7490', 'stage': 0}
1629216999.474145,7490,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4342857142857143,0.7414285714285714]', 'worker-id': '7490', 'stage': 0}
1629217001.960151,7490,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': '7490', 'stage': 0}
1629217003.8655,7490,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': '7490', 'stage': 0}
1629217011.985663,7490,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '7490', 'stage': 0}
1629217014.521528,7490,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7928571428571428,0.74]', 'worker-id': '7490', 'stage': 0}
1629217015.481539,7490,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.9128571428571428,0.71]', 'worker-id': '7490', 'stage': 0}
1629217016.608621,7490,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8714285714285714,0.5857142857142857]', 'worker-id': '7490', 'stage': 0}
1629217019.164727,7490,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '7490', 'stage': 0}
1629217019.461086,7490,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '7490', 'stage': 0}
1629217019.833212,7490,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '7490', 'stage': 0}
1629217023.720862,7490,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '7490', 'stage': 0}
1629217025.432243,7490,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '7490', 'stage': 0}
1629217031.239751,7490,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.89,0.5171428571428571]', 'worker-id': '7490', 'stage': 0}
1629217073.39775,7490,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '7490', 'stage': 0}
1629217075.846092,7490,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5542857142857143,0.53]', 'worker-id': '7490', 'stage': 0}
1629217083.474925,7490,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '7490', 'stage': 0}
1629217086.765009,7490,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5657142857142857,0.48428571428571426]', 'worker-id': '7490', 'stage': 0}
1629217088.268466,7490,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.42428571428571427,0.6514285714285715]', 'worker-id': '7490', 'stage': 0}
1629217089.81697,7490,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4185714285714286,0.6285714285714286]', 'worker-id': '7490', 'stage': 0}
1629217098.125424,7490,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.41,0.6471428571428571]', 'worker-id': '7490', 'stage': 0}
1629217099.390515,7490,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '7490', 'stage': 0}
1629217101.401337,7490,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': '7490', 'stage': 0}
1629217105.248653,7490,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '7490', 'stage': 0}
1629217107.088107,7490,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6928571428571428,0.8457142857142858]', 'worker-id': '7490', 'stage': 0}
1629217108.057731,7490,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7142857142857143,0.81]', 'worker-id': '7490', 'stage': 0}
1629217109.198608,7490,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6657142857142857,0.84]', 'worker-id': '7490', 'stage': 0}
1629217109.813019,7490,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6071428571428571,0.8157142857142857]', 'worker-id': '7490', 'stage': 0}
1629217111.241184,7490,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '7490', 'stage': 0}
1629217111.8462,7490,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '7490', 'stage': 0}
1629217124.762321,7490,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.9414285714285714,0.8042857142857143]', 'worker-id': '7490', 'stage': 0}
1629217131.857709,7490,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '7490', 'stage': 0}
1629217132.404482,7490,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5828571428571429,0.9328571428571428]', 'worker-id': '7490', 'stage': 0}
1629217133.036644,7490,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5685714285714286,0.8771428571428571]', 'worker-id': '7490', 'stage': 0}
1629217139.700657,7490,{'stage': 0, 'action': 'reset map', 'worker-id': '7490'}
1629217140.826763,7490,{'stage': 0, 'action': 'opened-page', 'worker-id': '7490'}
1629217144.10721,7490,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '7490', 'stage': 0}
