
1630098219.596681,3462,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': '3462'}
1630098255.738828,3462,{'stage': 'tutorial', 'action': 'Consented to study', 'worker-id': '3462'}
1630098261.795296,3462,{'stage': 'tutorial', 'action': 'DID NOT consent to study', 'worker-id': '3462'}
1630100388.994807,3462,{'stage': 0, 'action': 'opened-page', 'worker-id': '3462'}
1630100393.984428,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100396.642598,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100399.084738,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100401.770262,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7514285714285714,0.9071428571428571]', 'worker-id': '3462', 'stage': 0}
1630100403.990209,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:11.5,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100404.904651,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7328571428571429,0.8157142857142857]', 'worker-id': '3462', 'stage': 0}
1630100407.49531,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8571428571428571,0.8657142857142858]', 'worker-id': '3462', 'stage': 0}
1630100409.079879,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:36.495,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100413.03906,3462,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100414.004481,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:61.499999999999986,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100416.579256,3462,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100418.999259,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:86.49999999999997,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100420.368321,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100420.817408,3462,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100423.981453,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:95.49499999999998,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100428.229474,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.89,0.8714285714285714]', 'worker-id': '3462', 'stage': 0}
1630100429.276686,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:99.49499999999998,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100434.030556,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:124.49000000000001,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100438.730825,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8057142857142857,0.7880000087193081]', 'worker-id': '3462', 'stage': 0}
1630100438.981538,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:149.485,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100440.215387,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8185714285714286,0.6622857230050223]', 'worker-id': '3462', 'stage': 0}
1630100444.058192,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:167.485,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100446.856507,3462,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '3462', 'stage': 0}
1630100448.55769,3462,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.74,0.9194285801478794]', 'worker-id': '3462', 'stage': 0}
1630100448.971024,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:167.485,0,0,0,6,0,0,0', 'worker-id': '3462'}
1630100452.301791,3462,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6785714285714286,0.7308571515764509]', 'worker-id': '3462', 'stage': 0}
1630100454.085482,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:167.485,0,0,0,55.99999999999999,0,0,0', 'worker-id': '3462'}
1630100459.207079,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:167.485,0,0,0,106,0,0,0', 'worker-id': '3462'}
1630100464.01035,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:167.485,0,0,0,155.99999999999997,0,0,0', 'worker-id': '3462'}
1630100464.682273,3462,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': '3462', 'stage': 0}
1630100465.790151,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100467.702222,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7971428571428572,0.7522857230050223]', 'worker-id': '3462', 'stage': 0}
1630100468.971261,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:173.98000000000002,0,0,0,205.99000000000007,0,0,0', 'worker-id': '3462'}
1630100473.418576,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.82,0.6994285801478795]', 'worker-id': '3462', 'stage': 0}
1630100473.975812,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:198.98000000000002,0,0,0,255.99000000000007,0,0,0', 'worker-id': '3462'}
1630100478.97741,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:204.985,0,0,0,269.00000000000006,0,0,0', 'worker-id': '3462'}
1630100479.241048,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100480.745098,3462,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100482.554421,3462,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '3462', 'stage': 0}
1630100483.956623,3462,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6857142857142857,0.818000008719308]', 'worker-id': '3462', 'stage': 0}
1630100483.973205,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:204.985,0,0,0,269.00000000000006,0,0,0', 'worker-id': '3462'}
1630100489.076653,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:204.985,0,0,0,269.00000000000006,0,0,0', 'worker-id': '3462'}
1630100489.731365,3462,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '3462', 'stage': 0}
1630100491.165377,3462,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.74,0.9285714285714286]', 'worker-id': '3462', 'stage': 0}
1630100492.223887,3462,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6957142857142857,0.9085714285714286]', 'worker-id': '3462', 'stage': 0}
1630100493.150305,3462,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6442857142857142,0.9128571428571428]', 'worker-id': '3462', 'stage': 0}
1630100494.001723,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:204.985,0,0,0,269.00000000000006,0,0,0', 'worker-id': '3462'}
1630100498.99765,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:204.985,0,0,0,269.00000000000006,0,0,0', 'worker-id': '3462'}
1630100504.116441,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:204.985,0,0,0,269.00000000000006,0,0,0', 'worker-id': '3462'}
1630100508.973977,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:204.985,0,0,0,269.00000000000006,0,0,0', 'worker-id': '3462'}
1630100514.039677,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:204.985,0,0,0,269.00000000000006,0,0,0', 'worker-id': '3462'}
1630100519.053983,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:204.985,0,0,0,269.00000000000006,0,0,0', 'worker-id': '3462'}
1630100524.011889,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:204.985,0,0,0,269.00000000000006,0,0,0', 'worker-id': '3462'}
1630100527.304871,3462,{'stage': 0, 'action': 'reset map', 'worker-id': '3462'}
1630100528.158483,3462,{'stage': 0, 'action': 'opened-page', 'worker-id': '3462'}
1630100531.273306,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100533.129741,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100533.375947,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6585714285714286,0.9145714242117745]', 'worker-id': '3462', 'stage': 0}
1630100534.06187,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6242857142857143,0.8717142813546317]', 'worker-id': '3462', 'stage': 0}
1630100534.911933,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6228571428571429,0.8302857099260603]', 'worker-id': '3462', 'stage': 0}
1630100537.755354,3462,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100538.121495,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:24.005,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100540.255354,3462,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100542.869682,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100543.122818,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:49.005,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100543.203568,3462,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100544.646305,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100546.853054,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5728571428571428,0.8074285670689174]', 'worker-id': '3462', 'stage': 0}
1630100548.201212,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:56.005,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100548.201848,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5428571428571428,0.7517142813546317]', 'worker-id': '3462', 'stage': 0}
1630100549.241124,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.49857142857142855,0.7431428527832031]', 'worker-id': '3462', 'stage': 0}
1630100552.536304,3462,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '3462', 'stage': 0}
1630100553.141712,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:81.00499999999998,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100554.786775,3462,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4542857142857143,0.6331428527832031]', 'worker-id': '3462', 'stage': 0}
1630100558.332503,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:105.99999999999994,0,0,0,37.00000000000001,0,0,0', 'worker-id': '3462'}
1630100559.08038,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100560.309685,3462,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100561.226639,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100561.451419,3462,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100562.067956,3462,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100563.130567,3462,{'stage': 0, 'action': 'robot UGV1 idle', 'worker-id': '3462'}
1630100563.131021,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:129.99999999999997,0,0,0,87,0,0,0', 'worker-id': '3462'}
1630100566.161615,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100568.129204,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:129.99999999999997,0,0,0,137.01,0,0,0', 'worker-id': '3462'}
1630100569.924857,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.5828571428571429,0.7102857099260602]', 'worker-id': '3462', 'stage': 0}
1630100573.28386,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:146.49499999999998,0,0,0,187,0,0,0', 'worker-id': '3462'}
1630100577.231584,3462,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100578.06958,3462,{'stage': 0, 'action': 'robot UAV1 idle', 'worker-id': '3462'}
1630100578.136479,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:171.49499999999998,0,0,0,236.01000000000002,0,0,0', 'worker-id': '3462'}
1630100578.425269,3462,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '3462', 'stage': 0}
1630100579.760006,3462,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5171428571428571,0.5488571384974889]', 'worker-id': '3462', 'stage': 0}
1630100581.486185,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100581.781315,3462,{'action': 'deselect-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100582.723545,3462,{'stage': 0, 'action': 'cache connected count', 'object': 1, 'worker-id': '3462'}
1630100583.123289,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:196.49499999999998,0,0,0,270.01000000000005,0,0,0', 'worker-id': '3462'}
1630100583.133162,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100583.223052,3462,{'stage': 0, 'action': 'robot UGV1 idle', 'worker-id': '3462'}
1630100583.323996,3462,{'action': 'remove-waypoint', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100586.95131,3462,{'stage': 0, 'action': 'robot UAV1 idle', 'worker-id': '3462'}
1630100588.129742,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:196.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100588.244612,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 0}
1630100589.973425,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.6457142857142857,0.6021904863630022]', 'worker-id': '3462', 'stage': 0}
1630100592.421781,3462,{'stage': 0, 'action': 'cache connected count', 'object': 0, 'worker-id': '3462'}
1630100592.641722,3462,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100592.642434,3462,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100592.880447,3462,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100592.891534,3462,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100593.124363,3462,{'stage': 0, 'action': 'distance-checkup', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100593.126316,3462,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100593.1271,3462,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100593.456791,3462,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100593.458064,3462,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100593.638991,3462,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100593.640017,3462,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100593.688798,3462,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100596.057127,3462,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100597.658365,3462,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100598.757638,3462,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100600.531419,3462,{'stage': 0, 'action': 'stage-complete', 'object': 'distance-traveled:209.99499999999998,0,0,0,308.03000000000003,0,0,0', 'worker-id': '3462'}
1630100702.480308,3462,{'stage': 0, 'action': 'opened-page', 'worker-id': '3462'}
1630100708.375293,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100712.483623,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100717.48673,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:0,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100719.679191,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 2}
1630100720.591486,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.7642857142857142,0.9328571428571428]', 'worker-id': '3462', 'stage': 2}
1630100722.521685,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:9.995,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100727.499181,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:34.99,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100729.281152,3462,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': '3462', 'stage': 2}
1630100732.485187,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:59.99500000000002,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100737.487505,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:85.00000000000001,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100737.583111,3462,{'stage': 2, 'action': 'robot UGV1 idle', 'worker-id': '3462'}
1630100742.4978,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:85.50000000000001,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100747.488663,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:85.50000000000001,0,0,0,0,0,0,0', 'worker-id': '3462'}
1630100749.889079,3462,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.7528571428571429,0.8714285714285714]', 'worker-id': '3462', 'stage': 2}
1630100752.49687,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:85.50000000000001,13.504999999999999,0,0,0,0,0,0', 'worker-id': '3462'}
1630100757.510418,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:85.50000000000001,38.505,0,0,0,0,0,0', 'worker-id': '3462'}
1630100760.747558,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 2}
1630100762.524512,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:85.50000000000001,63.50000000000002,0,0,0,0,0,0', 'worker-id': '3462'}
1630100763.80931,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 2}
1630100765.13483,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8057142857142857,0.9242857142857143]', 'worker-id': '3462', 'stage': 2}
1630100766.075086,3462,{'stage': 2, 'action': 'cache connected count', 'object': 1, 'worker-id': '3462'}
1630100767.483728,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:97.50500000000001,88.50500000000004,0,0,0,0,0,0', 'worker-id': '3462'}
1630100769.73761,3462,{'stage': 2, 'action': 'robot UGV2 idle', 'worker-id': '3462'}
1630100770.98737,3462,{'stage': 2, 'action': 'robot UGV1 idle', 'worker-id': '3462'}
1630100772.661448,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,99.51000000000003,0,0,0,0,0,0', 'worker-id': '3462'}
1630100774.959003,3462,{'action': 'select-vehicle', 'target': 'UGV2', 'worker-id': '3462', 'stage': 2}
1630100777.506316,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,99.51000000000003,0,0,0,0,0,0', 'worker-id': '3462'}
1630100777.726673,3462,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.8328571428571429,0.82]', 'worker-id': '3462', 'stage': 2}
1630100782.578581,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,123.52000000000002,0,0,0,0,0,0', 'worker-id': '3462'}
1630100783.416265,3462,{'action': 'add-valid-waypoint', 'target': 'UGV2', 'location': '[0.82,0.6928571428571428]', 'worker-id': '3462', 'stage': 2}
1630100787.721215,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,148.51500000000004,0,0,0,0,0,0', 'worker-id': '3462'}
1630100792.506468,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,173.51500000000007,0,0,0,0,0,0', 'worker-id': '3462'}
1630100797.481342,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,198.50500000000008,0,0,0,0,0,0', 'worker-id': '3462'}
1630100802.528868,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,223.52000000000007,0,0,0,0,0,0', 'worker-id': '3462'}
1630100807.514585,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,248.52000000000007,0,0,0,0,0,0', 'worker-id': '3462'}
1630100808.585075,3462,{'stage': 2, 'action': 'robot UGV2 idle', 'worker-id': '3462'}
1630100812.555676,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,0,0,0,0,0,0', 'worker-id': '3462'}
1630100814.854192,3462,{'action': 'select-vehicle', 'target': 'UGV3', 'worker-id': '3462', 'stage': 2}
1630100817.656172,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,0,0,0,0,0,0', 'worker-id': '3462'}
1630100822.589236,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,0,0,0,0,0,0', 'worker-id': '3462'}
1630100824.372644,3462,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.83,0.8114285714285714]', 'worker-id': '3462', 'stage': 2}
1630100827.513795,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,16.499999999999996,0,0,0,0,0', 'worker-id': '3462'}
1630100832.49106,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,41.50000000000001,0,0,0,0,0', 'worker-id': '3462'}
1630100837.520394,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,66.505,0,0,0,0,0', 'worker-id': '3462'}
1630100842.559019,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,91.49500000000003,0,0,0,0,0', 'worker-id': '3462'}
1630100847.482999,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,116.49500000000005,0,0,0,0,0', 'worker-id': '3462'}
1630100852.501504,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,141.50000000000006,0,0,0,0,0', 'worker-id': '3462'}
1630100855.180335,3462,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.8757142857142857,0.7171428571428572]', 'worker-id': '3462', 'stage': 2}
1630100855.259256,3462,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.8757142857142857,0.7171428571428572]', 'worker-id': '3462', 'stage': 2}
1630100857.573406,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,166.50000000000006,0,0,0,0,0', 'worker-id': '3462'}
1630100860.287927,3462,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.8214285714285714,0.58]', 'worker-id': '3462', 'stage': 2}
1630100862.484802,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,191.50500000000005,0,0,0,0,0', 'worker-id': '3462'}
1630100862.787912,3462,{'action': 'remove-waypoint', 'target': 'UGV3', 'worker-id': '3462', 'stage': 2}
1630100863.630451,3462,{'action': 'add-valid-waypoint', 'target': 'UGV3', 'location': '[0.81,0.5885714285714285]', 'worker-id': '3462', 'stage': 2}
1630100867.706259,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,216.49500000000006,0,0,0,0,0', 'worker-id': '3462'}
1630100868.554941,3462,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': '3462', 'stage': 2}
1630100872.540269,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,241.50500000000005,0,0,0,0,0', 'worker-id': '3462'}
1630100875.969111,3462,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7071428571428572,0.7371428571428571]', 'worker-id': '3462', 'stage': 2}
1630100877.491066,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,266.51000000000005,0,16.02,0,0,0', 'worker-id': '3462'}
1630100882.52317,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,291.50000000000006,0,66,0,0,0', 'worker-id': '3462'}
1630100887.48865,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:115.00500000000001,253.01000000000008,316.50500000000005,0,116.00999999999998,0,0,0', 'worker-id': '3462'}
1630100888.699189,3462,{'action': 'select-vehicle', 'target': 'UGV1', 'worker-id': '3462', 'stage': 2}
1630100891.313915,3462,{'action': 'add-valid-waypoint', 'target': 'UGV1', 'location': '[0.8085714285714286,0.8671428571428571]', 'worker-id': '3462', 'stage': 2}
1630100892.291222,3462,{'stage': 2, 'action': 'robot UGV3 idle', 'worker-id': '3462'}
1630100892.494397,3462,{'stage': 2, 'action': 'distance-checkup', 'object': 'distance-traveled:121,253.01000000000008,340.50500000000005,0,165.99999999999997,0,0,0', 'worker-id': '3462'}
1630100896.327407,3462,{'stage': 2, 'action': 'robot UAV1 idle', 'worker-id': '3462'}
