
1619977269.412667,A2YC6PEMIRSOAA,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977277.473223,A2YC6PEMIRSOAA,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977300.108969,A2YC6PEMIRSOAA,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977810.710549,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977811.311198,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977812.004655,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977812.251944,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977812.877888,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977813.713344,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977814.344635,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977815.385618,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977815.38759,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977845.361913,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977847.243491,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977847.556483,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977848.495767,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977848.593708,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977849.645119,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977849.646409,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977850.271512,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977850.584518,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977851.525427,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977851.526359,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977881.606348,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977883.173962,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977883.174836,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977883.486004,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977883.614617,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977884.009353,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977884.080627,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977884.637443,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977884.636439,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977884.948456,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977884.972657,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977885.575182,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977885.691536,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977886.098561,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977886.183884,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '6', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977886.725899,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977886.727023,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '1', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977887.770187,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing information panel', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977887.770995,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977917.646265,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing sagat questions', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977919.523059,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977919.524048,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '10', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977920.461879,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977920.463644,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '11', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977921.090276,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977921.091803,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '12', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977921.715998,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977921.715342,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '13', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977922.031758,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977922.341837,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '14', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977922.65496,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977922.664778,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '15', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977922.994843,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977923.492076,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '16', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977923.804058,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977923.890241,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'canvas-click', 'object': '4', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977925.611527,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'side-panel-click', 'object': 'next button sagat questions', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977925.61233,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'complete', 'score': 17, 'worker-id': 'A2YC6PEMIRSOAA'}
1619977925.614129,A2YC6PEMIRSOAA,{'stage': 'SAGAT', 'action': 'side-panel-state', 'object': 'showing endgame panel', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977930.787619,A2YC6PEMIRSOAA,{'stage': 'portal', 'action': 'opened-portal', 'worker-id': 'A2YC6PEMIRSOAA'}
1619977934.04166,A2YC6PEMIRSOAA,{'stage': 'tutorial', 'action': 'opened-tutorial', 'worker-id': 'A2YC6PEMIRSOAA'}
1619978031.117798,A2YC6PEMIRSOAA,{'stage': 0, 'action': 'opened-page', 'worker-id': 'A2YC6PEMIRSOAA'}
1619978050.606419,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978057.709254,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8114285714285714,0.15428571428571428]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978061.440811,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978062.722614,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.49857142857142855,0.2914285714285714]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978072.321976,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.2714285714285714,0.69]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978074.321053,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.7885714285714286,0.48857142857142855]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978077.826398,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.2714285714285714,0.6842857142857143]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978095.102436,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978096.774719,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978102.415803,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978102.831214,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7942857142857143,0.5128571428571429]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978144.19359,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.48714285714285716,0.5]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978175.006796,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978175.321902,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.37285714285714283,0.8642857142857143]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978182.947041,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.5142857142857142,0.4757142857142857]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978184.511267,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978186.391023,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.39,0.5557142857142857]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978198.507494,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978201.328543,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978203.103555,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.5728571428571428,0.9242857142857143]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978209.688775,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978210.334856,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7742857142857142,0.5285714285714286]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978237.836705,A2YC6PEMIRSOAA,{'action': 'deselect-vehicle', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978244.570049,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978247.079552,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.38857142857142857,0.9585714285714285]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978255.851663,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978256.790696,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6228571428571429,0.7114285714285714]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978276.218205,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.7528571428571429,0.09428571428571429]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 0}
1619978331.159104,A2YC6PEMIRSOAA,{'stage': 0, 'action': 'stage-complete', 'worker-id': 'A2YC6PEMIRSOAA'}
1619978343.484742,A2YC6PEMIRSOAA,{'stage': 0, 'action': 'user confirmed end of stage, redirecting', 'worker-id': 'A2YC6PEMIRSOAA'}
1619978355.572254,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978358.116503,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4,0.9342857142857143]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978367.133069,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.25,0.64]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978370.850225,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.38857142857142857,0.5557142857142857]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978386.986496,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.6842857142857143,0.9571428571428572]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978387.451542,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.5971428571428572,0.9514285714285714]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978390.409712,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978391.69345,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978393.657946,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978396.759846,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978398.216764,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.6242857142857143,0.7471428571428571]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978401.330575,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.7914285714285715,0.52]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978403.062483,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.8071428571428572,0.1442857142857143]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978420.03883,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978422.374662,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978424.123215,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.4057142857142857,0.8442857142857143]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978431.955043,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978434.129091,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.38571428571428573,0.5528571428571428]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978437.282579,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV3', 'location': '[0.47285714285714286,0.32285714285714284]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978441.73959,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978441.835648,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.38142857142857145,0.97]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978463.314199,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.36,0.8842857142857142]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978490.761918,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.37857142857142856,0.8514285714285714]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978490.871601,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.37857142857142856,0.8342857142857143]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978490.984588,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.3314285714285714,0.9457142857142857]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978491.143798,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.37857142857142856,0.8171428571428572]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978502.855972,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978503.021689,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978509.977005,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV1', 'location': '[0.8171428571428572,0.16285714285714287]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978518.647925,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV1', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978519.350027,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978520.181774,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.7557142857142857,0.4585714285714286]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978531.496354,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978531.797177,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978532.217685,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978532.407274,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.7685714285714286,0.5185714285714286]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978533.03463,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.7757142857142857,0.5228571428571429]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978533.618496,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.7628571428571429,0.5042857142857143]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978548.679905,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978548.72613,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978548.770277,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978548.770926,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978548.826859,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978548.877925,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978548.880176,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978548.881958,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.7928571428571428,0.5]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978563.563368,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.34714285714285714,0.8814285714285715]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978563.642481,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978563.842254,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.7757142857142857,0.13428571428571429]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978587.486937,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.48428571428571426,0.32857142857142857]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978588.28818,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978588.64205,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV3', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978612.283765,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978612.482845,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.78,0.09714285714285714]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978612.77135,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.7671428571428571,0.11285714285714285]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978613.033659,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.7571428571428571,0.33285714285714285]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978613.371968,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978613.519412,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978613.660359,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978613.809264,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978614.109809,A2YC6PEMIRSOAA,{'action': 'add-valid-waypoint', 'target': 'UAV2', 'location': '[0.8157142857142857,0.15285714285714286]', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978621.353666,A2YC6PEMIRSOAA,{'action': 'remove-waypoint', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
1619978944.77687,A2YC6PEMIRSOAA,{'action': 'select-vehicle', 'target': 'UAV2', 'worker-id': 'A2YC6PEMIRSOAA', 'stage': 1}
